region,arm,radius_km,regret_gbp,rho_pointwise,rho_aggregate,cost_mae_gbp
TLE4,LU,20.0,6568186.418579106,0.1923610434176598,0.9502969550742387,8573348.011387352
TLE4,GNN,20.0,3227123.7443847666,0.1981891871129961,0.9948996417249103,2101673.8948187823
TLE4,PERM-R,20.0,0.0,0.3414185816262955,0.9458755164688792,6428403.591681423
TLE4,PERM-3R,20.0,256192.98693847665,0.2550267933274709,0.9604680331170082,4203087.368447615
TLE4,SMOOTH-0.5,20.0,256192.98693847665,0.9905257768349548,0.9956015069003767,2395338.3526266287
TLE4,SMOOTH-1,20.0,809163.0715332028,0.9929950578324022,0.9987740061935015,721118.9670964382
TLE4,SMOOTH-2,20.0,256192.98693847665,0.9668374692748376,0.9766214966553741,3640151.275926086
TLE4,PERM-R/3,20.0,256192.98693847665,0.6479031634477568,0.9967473616868403,1801965.7231285411
TLH1,REF,10.0,323533.28999999166,1.0,1.0,3052409.448003409
TLH1,LU,10.0,9403912.169845924,0.2741820834117924,0.6466909359077522,7927345.378236442
TLH1,GNN,10.0,6382858.725000009,0.08669708404250343,0.8479381084845271,4396868.184345144
TLH1,PERM-R,10.0,180589.46499998868,0.5327352474111312,0.9797662459415615,4099655.2876971834
TLH1,PERM-3R,10.0,3100254.850000009,0.17068729424454257,0.6308742992185747,8088716.607847653
TLH1,SMOOTH-0.5,10.0,11366512.794845894,0.8591066202894649,0.8149752807438201,5730844.241688125
TLH1,SMOOTH-1,10.0,12338749.244845867,0.6017991609595178,0.602024180006045,12729290.287544487
TLH1,SMOOTH-2,10.0,2000471.5850000232,0.3432714524117867,0.025591947397986845,17696875.938320257
TLH1,PERM-R/3,10.0,323533.28999999166,0.8214466911478815,0.9991916632979158,3180508.4342732704
TLH1,REF,20.0,2086101.287422955,1.0,1.0,4017020.492149193
TLH1,LU,20.0,7935299.052422956,0.2741820834117924,0.7957440219360055,15119912.737666141
