region,mode,method,weight_source,solver,eval_weight,k,WSD,LWFL,LBI,DCR_1km,DCR_2km,DCR_5km,D_region_mva,low_conf_frac,match_dist_median_km,n_matched,TUR_mean,TUR_median,TUR_aggregate,CE_mean,CE_median,OPR,UPR,RSD_mean,RSD_median,FCE_mean,FCE_median,TUR_actual_observed,collision_rate_many_to_one
TLJ1,a1a,GNN-oof-42,gnn_oof_42,greedy,gpm_soft,153,2.334260081477949,2.334260081477949,0.45818890072667856,0.18288451646540654,0.4863298584065939,0.9406912318825631,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-42,gnn_oof_42,greedy,SIZING,153,,,,,,,2110.2814967889685,0.0,1.3978679853257125,152.0,72.27452214073317,64.67421851319736,67.16005088720738,144.3508743877851,55.59862353653592,0.34210526315789475,0.2236842105263158,87.43956370384853,38.596578527468665,74.97572658393563,40.311188412262794,66.88691197797334,
TLJ1,a1a,GNN-oof-42,gnn_oof_42,greedy,SIZING_1TO1,153,,,,,,,2110.2814967889685,0.13725490196078433,2.215043289015994,131.0,71.88486728511987,64.53306091010008,67.59118553191146,122.78431896917104,57.59539533776081,0.31297709923664124,0.1984732824427481,71.58422724931029,33.898493062303075,64.33915518739614,37.33365808515953,66.87461683014783,0.24836601307189543
TLJ1,a1a,GNN-oof-123,gnn_oof_123,greedy,real,153,2.280196827823338,2.280196827823338,0.6530493784708434,0.1548631816029294,0.48310573682401126,0.9611095989016358,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-123,gnn_oof_123,greedy,uniform,153,2.803576026549825,2.8035760265498255,0.6615202968762885,0.09400699949079144,0.3276564841562124,0.921819573475001,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-123,gnn_oof_123,greedy,gpm,153,2.6915746082650696,2.6915746082650696,0.6066253437832588,0.11597429463356665,0.36137337169013595,0.9304438298830746,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-123,gnn_oof_123,greedy,gpm_soft,153,2.339405237756354,2.339405237756354,0.4588101861528174,0.18152729155000363,0.4799244482936313,0.942437886658573,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-123,gnn_oof_123,greedy,SIZING,153,,,,,,,2110.2814967889685,0.0,1.363464462115245,152.0,74.42325889013277,66.46969243662417,67.5248565983229,135.28417923071757,55.39713172710603,0.34210526315789475,0.2631578947368421,82.46698671087384,38.9235375420693,72.15919782968949,37.56335144685893,67.6916652694233,
TLJ1,a1a,GNN-oof-123,gnn_oof_123,greedy,SIZING_1TO1,153,,,,,,,2110.2814967889685,0.13071895424836602,2.178636588154024,132.0,74.40039494755793,62.84208950506558,66.5890592215137,119.64635258249542,62.141127932126665,0.3333333333333333,0.24242424242424243,70.83812874101102,37.962400242907464,68.19944012733131,37.37740948053022,66.97134269333421,0.23529411764705882
TLJ1,a1a,GNN-oof-456,gnn_oof_456,greedy,real,153,2.2367350118027636,2.2367350118027636,0.7213550201623584,0.16012691745796398,0.49428943314016693,0.9649845155068444,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-456,gnn_oof_456,greedy,uniform,153,2.6843935226882465,2.684393522688247,0.5318873015163704,0.09660616666200067,0.35302639987952283,0.9347360741938107,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-456,gnn_oof_456,greedy,gpm,153,2.5631298013888517,2.5631298013888517,0.4732973270864233,0.12024952257719386,0.3908251681465527,0.9419052121089582,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-456,gnn_oof_456,greedy,gpm_soft,153,2.4110429814797922,2.4110429814797922,0.5140535014536121,0.15056189725293445,0.44652555725670856,0.9471534211018143,,,,,,,,,,,,,,,,,
TLJ1,a1a,GNN-oof-456,gnn_oof_456,greedy,SIZING,153,,,,,,,2110.2814967889685,0.0,1.8044545612313905,152.0,73.93176856770694,62.38794578324551,68.13563199856094,145.09023181883921,60.287409379174775,0.3881578947368421,0.23026315789473684,88.83921275322643,44.51192110860369,79.4206700021947,42.73308189183247,68.28333860876333,
TLJ1,a1a,GNN-oof-456,gnn_oof_456,greedy,SIZING_1TO1,153,,,,,,,2110.2814967889685,0.1568627450980392,3.0432393069193893,128.0,74.00124276406451,68.15706150264211,67.83540195348631,140.5958562105879,50.93532424361527,0.34375,0.2578125,86.09824876263016,40.08574562424874,80.60146498496437,40.05308064501658,67.99919582312415,0.2549019607843137
TLF1,a1a,Uni,uniform,greedy,real,135,2.240444135110466,2.240444135110466,0.8580788287882294,0.21020828207357756,0.45374214906601246,0.9941596566583089,,,,,,,,,,,,,,,,,
TLF1,a1a,Uni,uniform,greedy,uniform,135,2.226176599360863,2.226176599360863,0.20829003325792178,0.233736010775341,0.46741524599672074,0.9918786250311039,,,,,,,,,,,,,,,,,
TLF1,a1a,Uni,uniform,greedy,gpm,135,2.2315802346183697,2.2315802346183697,0.25041709906623527,0.23435783935157825,0.46538309417539203,0.9917710905746999,,,,,,,,,,,,,,,,,
TLF1,a1a,Uni,uniform,greedy,gpm_soft,135,2.197667593626061,2.197667593626061,0.5387452426761675,0.2412765852202885,0.47692755252609975,0.9922618162587482,,,,,,,,,,,,,,,,,
TLF1,a1a,Uni,uniform,greedy,SIZING,135,,,,,,,1900.4313900466434,0.02962962962962963,2.2652807096077177,131.0,66.3432716005246,55.95298018053513,63.453529280172695,134.13239001200424,78.72149021793822,0.4122137404580153,0.16793893129770993,75.97071560000116,40.48004401713521,69.87367573341251,34.72920309104648,67.46666666666667,
TLF1,a1a,Uni,uniform,greedy,SIZING_1TO1,135,,,,,,,1900.4313900466434,0.16296296296296298,4.136572626779286,113.0,68.97819891339397,62.52628935810218,66.9703708257596,123.69595984735199,59.932727540055055,0.3893805309734513,0.17699115044247787,72.21450801745958,38.40700230039149,59.70735848264005,33.735850749393045,66.37580370030179,0.34814814814814815
TLF1,a1a,LU,gpm,greedy,real,135,2.26236286788058,2.26236286788058,0.7877949194040492,0.20349253176900933,0.442435184685651,0.9914756252397354,,,,,,,,,,,,,,,,,
TLF1,a1a,LU,gpm,greedy,uniform,135,2.229023400256643,2.229023400256643,0.262195756403953,0.22906920216799756,0.4632724365804234,0.9912573860617895,,,,,,,,,,,,,,,,,
TLF1,a1a,LU,gpm,greedy,gpm,135,2.190733386380724,2.190733386380724,0.2462203794097876,0.24092822522943455,0.4736803254355821,0.9921472883832543,,,,,,,,,,,,,,,,,
TLF1,a1a,LU,gpm,greedy,gpm_soft,135,2.1956071370610033,2.1956071370610033,0.5966106971918094,0.23600631414070983,0.4729376073564128,0.9933157660155153,,,,,,,,,,,,,,,,,
TLF1,a1a,LU,gpm,greedy,SIZING,135,,,,,,,1900.4313900466434,0.022222222222222223,2.1475694179556903,132.0,69.18343999618915,60.84392480919554,65.3702436106368,135.91122075516978,64.35744049770456,0.3787878787878788,0.1893939393939394,78.57574251148702,44.20143862469328,63.03788210450108,30.647758200855506,66.625,
