region,arm,radius_km,dc_mw,cost_mae_gbp
TLD6,GNN-oof-456,5.0,100.0,3858715.979952299
TLD6,Uni,5.0,300.0,7517128.676160621
TLD6,LU,5.0,300.0,7190458.7129037175
TLD6,LU-soft,5.0,300.0,5990521.666631855
TLD6,Ref,5.0,300.0,3242327.955197298
TLD6,GNN-oof-42,5.0,300.0,3894570.5898331497
TLD6,GNN-oof-123,5.0,300.0,4208417.03799007
TLD6,GNN-oof-456,5.0,300.0,3993936.1641858653
TLD6,Uni,5.0,500.0,7517128.676160621
TLD6,LU,5.0,500.0,7190458.712903719
TLD6,LU-soft,5.0,500.0,5990521.666631855
TLD6,Ref,5.0,500.0,3242327.955197298
TLD6,GNN-oof-42,5.0,500.0,3894570.5898331497
TLD6,GNN-oof-123,5.0,500.0,4208417.03799007
TLD6,GNN-oof-456,5.0,500.0,3993936.1641858653
TLD6,Uni,10.0,100.0,9368733.913689913
TLD6,LU,10.0,100.0,9126889.895297404
TLD6,LU-soft,10.0,100.0,7340868.330855892
TLD6,Ref,10.0,100.0,3150968.2666436
TLD6,GNN-oof-42,10.0,100.0,5599033.507111502
TLD6,GNN-oof-123,10.0,100.0,5846551.171411202
TLD6,GNN-oof-456,10.0,100.0,6011160.185999945
TLD6,Uni,10.0,300.0,13880334.800452199
TLD6,LU,10.0,300.0,13542847.412164174
TLD6,LU-soft,10.0,300.0,10684179.646550843
TLD6,Ref,10.0,300.0,4166441.40963644
TLD6,GNN-oof-42,10.0,300.0,7982274.58548567
TLD6,GNN-oof-123,10.0,300.0,8432574.751621073
TLD6,GNN-oof-456,10.0,300.0,8354464.033763908
TLD6,Uni,10.0,500.0,13880334.800452199
TLD6,LU,10.0,500.0,13542847.412164174
TLD6,LU-soft,10.0,500.0,10684179.646550843
TLD6,Ref,10.0,500.0,4166441.40963644
TLD6,GNN-oof-42,10.0,500.0,7982274.585485669
TLD6,GNN-oof-123,10.0,500.0,8432574.751621071
TLD6,GNN-oof-456,10.0,500.0,8354464.033763906
TLD6,Uni,20.0,100.0,2758623.527398322
TLD6,LU,20.0,100.0,2669756.2363384482
TLD6,LU-soft,20.0,100.0,1056727.051889106
TLD6,Ref,20.0,100.0,454934.4347363277
TLD6,GNN-oof-42,20.0,100.0,480564.7311727469
TLD6,GNN-oof-123,20.0,100.0,557143.3211156636
TLD6,GNN-oof-456,20.0,100.0,400268.5281256139
TLD6,Uni,20.0,300.0,11023774.3058348
TLD6,LU,20.0,300.0,10869881.243544804
TLD6,LU-soft,20.0,300.0,9870319.012705822
TLD6,Ref,20.0,300.0,3573756.384110054
TLD6,GNN-oof-42,20.0,300.0,8982367.903126959
TLD6,GNN-oof-123,20.0,300.0,8056643.751584226
TLD6,GNN-oof-456,20.0,300.0,8453007.646271024
TLD6,Uni,20.0,500.0,15083824.440929048
TLD6,LU,20.0,500.0,14960927.890443124
TLD6,LU-soft,20.0,500.0,13536657.99802565
TLD6,Ref,20.0,500.0,4893368.24958163
TLD6,GNN-oof-42,20.0,500.0,10805449.263572264
TLD6,GNN-oof-123,20.0,500.0,9880995.11914675
TLD6,GNN-oof-456,20.0,500.0,10204427.24936687
TLG1,Uni,5.0,100.0,5374473.158556049
TLG1,LU,5.0,100.0,5329391.49842607
TLG1,LU-soft,5.0,100.0,5447806.696527355
TLG1,Ref,5.0,100.0,3821661.446156222
TLG1,GNN-oof-42,5.0,100.0,4038963.0684069316
TLG1,GNN-oof-123,5.0,100.0,4145469.032146157
TLG1,GNN-oof-456,5.0,100.0,4005019.616072136
TLG1,Uni,5.0,300.0,5872078.655183733
TLG1,LU,5.0,300.0,5817320.466795322
TLG1,LU-soft,5.0,300.0,5959420.924282895
TLG1,Ref,5.0,300.0,3980603.3773738067
TLG1,GNN-oof-42,5.0,300.0,4179373.6456814334
TLG1,GNN-oof-123,5.0,300.0,4351313.578398151
TLG1,GNN-oof-456,5.0,300.0,4158665.304576072
TLG1,Uni,5.0,500.0,5872078.655183733
TLG1,LU,5.0,500.0,5817320.466795321
TLG1,LU-soft,5.0,500.0,5959420.924282896
TLG1,Ref,5.0,500.0,3980603.3773738067
TLG1,GNN-oof-42,5.0,500.0,4179373.645681434
TLG1,GNN-oof-123,5.0,500.0,4351313.578398151
TLG1,GNN-oof-456,5.0,500.0,4158665.3045760724
TLG1,Uni,10.0,100.0,9034257.838650417
TLG1,LU,10.0,100.0,8966251.408288782
TLG1,LU-soft,10.0,100.0,9267581.782680748
TLG1,Ref,10.0,100.0,4446442.921494554
TLG1,GNN-oof-42,10.0,100.0,6419271.26057583
TLG1,GNN-oof-123,10.0,100.0,6726514.738235587
TLG1,GNN-oof-456,10.0,100.0,6309028.93424861
TLG1,Uni,10.0,300.0,11987268.577555489
TLG1,LU,10.0,300.0,11879832.627998982
TLG1,LU-soft,10.0,300.0,12304638.866683787
TLG1,Ref,10.0,300.0,5021910.034679291
TLG1,GNN-oof-42,10.0,300.0,7678469.595220041
TLG1,GNN-oof-123,10.0,300.0,8304145.127641175
TLG1,GNN-oof-456,10.0,300.0,7466493.077223055
TLG1,Uni,10.0,500.0,11987268.577555487
TLG1,LU,10.0,500.0,11879832.627998982
TLG1,LU-soft,10.0,500.0,12304638.866683785
TLG1,Ref,10.0,500.0,5021910.034679291
TLG1,GNN-oof-42,10.0,500.0,7678469.595220041
TLG1,GNN-oof-123,10.0,500.0,8304145.127641176
TLG1,GNN-oof-456,10.0,500.0,7466493.077223056
TLG1,Uni,20.0,100.0,9004980.312147712
TLG1,LU,20.0,100.0,8897566.13281462
TLG1,LU-soft,20.0,100.0,9406447.06659763
TLG1,Ref,20.0,100.0,2915135.3702507247
TLG1,GNN-oof-42,20.0,100.0,5798132.288240903
TLG1,GNN-oof-123,20.0,100.0,6219547.913008694
TLG1,GNN-oof-456,20.0,100.0,5627055.141481675
TLG1,Uni,20.0,300.0,18301688.72751209
TLG1,LU,20.0,300.0,18032670.858658247
TLG1,LU-soft,20.0,300.0,18900350.838693645
TLG1,Ref,20.0,300.0,6944079.651635107
TLG1,GNN-oof-42,20.0,300.0,11750442.556257902
TLG1,GNN-oof-123,20.0,300.0,12941476.598464515
TLG1,GNN-oof-456,20.0,300.0,11274144.332203444
TLG1,Uni,20.0,500.0,19529311.44426988
TLG1,LU,20.0,500.0,19218568.52274403
TLG1,LU-soft,20.0,500.0,20229601.35233132
TLG1,Ref,20.0,500.0,6958052.765634099
TLG1,GNN-oof-42,20.0,500.0,12170357.248872446
TLG1,GNN-oof-123,20.0,500.0,13554739.43987873
TLG1,GNN-oof-456,20.0,500.0,11526556.787946422
TLG2,Uni,5.0,100.0,5144315.213826787
TLG2,LU,5.0,100.0,5148390.817757425
TLG2,LU-soft,5.0,100.0,4582258.417167328
TLG2,Ref,5.0,100.0,3376210.454624715
TLG2,GNN-oof-42,5.0,100.0,3143345.29515318
TLG2,GNN-oof-123,5.0,100.0,3226043.926712108
TLG2,GNN-oof-456,5.0,100.0,3460306.3799282163
TLG2,Uni,5.0,300.0,5873075.807330381
TLG2,LU,5.0,300.0,5857319.891753386
TLG2,LU-soft,5.0,300.0,5196190.669825083
TLG2,Ref,5.0,300.0,3771239.285160037
TLG2,GNN-oof-42,5.0,300.0,3473351.593408394
TLG2,GNN-oof-123,5.0,300.0,3602543.32841429
TLG2,GNN-oof-456,5.0,300.0,3819292.0272416156
TLG2,Uni,5.0,500.0,5873075.807330382
TLG2,LU,5.0,500.0,5857319.891753386
TLG2,LU-soft,5.0,500.0,5196190.669825083
TLG2,Ref,5.0,500.0,3771239.285160037
TLG2,GNN-oof-42,5.0,500.0,3473351.5934083937
TLG2,GNN-oof-123,5.0,500.0,3602543.32841429
TLG2,GNN-oof-456,5.0,500.0,3819292.027241615
TLG2,Uni,10.0,100.0,8199217.744401721
TLG2,LU,10.0,100.0,8262109.809536785
TLG2,LU-soft,10.0,100.0,6950593.220762406
TLG2,Ref,10.0,100.0,3421073.2179897153
TLG2,GNN-oof-42,10.0,100.0,4404574.5993178785
TLG2,GNN-oof-123,10.0,100.0,4554833.805814055
TLG2,GNN-oof-456,10.0,100.0,4994666.528404383
TLG2,Uni,10.0,300.0,11760699.671168761
TLG2,LU,10.0,300.0,11776157.469023872
TLG2,LU-soft,10.0,300.0,9684527.363629363
TLG2,Ref,10.0,300.0,5041450.871625734
TLG2,GNN-oof-42,10.0,300.0,6246218.645648121
TLG2,GNN-oof-123,10.0,300.0,6566731.310161392
TLG2,GNN-oof-456,10.0,300.0,7254948.600134512
TLG2,Uni,10.0,500.0,11792257.714250656
TLG2,LU,10.0,500.0,11811016.040595125
TLG2,LU-soft,10.0,500.0,9692980.15732165
TLG2,Ref,10.0,500.0,5046330.7998430235
TLG2,GNN-oof-42,10.0,500.0,6249817.193702502
TLG2,GNN-oof-123,10.0,500.0,6570986.634195808
TLG2,GNN-oof-456,10.0,500.0,7259844.8925666
TLG2,Uni,20.0,100.0,6682625.877018404
TLG2,LU,20.0,100.0,6753330.845933161
TLG2,LU-soft,20.0,100.0,5278681.77706123
TLG2,Ref,20.0,100.0,1954049.2187694234
TLG2,GNN-oof-42,20.0,100.0,2932577.637454733
TLG2,GNN-oof-123,20.0,100.0,3235029.071245943
TLG2,GNN-oof-456,20.0,100.0,3529021.221676076
TLG2,Uni,20.0,300.0,15651093.189319614
TLG2,LU,20.0,300.0,15689617.369988613
TLG2,LU-soft,20.0,300.0,12570360.72494831
TLG2,Ref,20.0,300.0,4909450.642041769
TLG2,GNN-oof-42,20.0,300.0,7748354.7358771525
TLG2,GNN-oof-123,20.0,300.0,8172588.31358297
TLG2,GNN-oof-456,20.0,300.0,9351709.978457255
TLG2,Uni,20.0,500.0,19942834.254460875
TLG2,LU,20.0,500.0,19977880.506958555
TLG2,LU-soft,20.0,500.0,15749461.933118124
TLG2,Ref,20.0,500.0,6579527.657860896
TLG2,GNN-oof-42,20.0,500.0,9981908.194214055
TLG2,GNN-oof-123,20.0,500.0,10678329.751649812
TLG2,GNN-oof-456,20.0,500.0,12282818.475626351
TLE4,Uni,5.0,100.0,11767153.749258662
TLE4,LU,5.0,100.0,10706216.351527741
TLE4,LU-soft,5.0,100.0,6875696.481306689
TLE4,Ref,5.0,100.0,3540180.031415571
TLE4,GNN-oof-42,5.0,100.0,5922626.286491704
TLE4,GNN-oof-123,5.0,100.0,6204461.904325504
TLE4,GNN-oof-456,5.0,100.0,5871478.1243929565
TLE4,Uni,5.0,300.0,18134694.513376374
TLE4,LU,5.0,300.0,16734876.378221584
TLE4,LU-soft,5.0,300.0,9920063.299960334
TLE4,Ref,5.0,300.0,4625810.091425039
TLE4,GNN-oof-42,5.0,300.0,8828206.018359855
TLE4,GNN-oof-123,5.0,300.0,9450151.894346695
TLE4,GNN-oof-456,5.0,300.0,8822648.374328922
TLE4,Uni,5.0,500.0,20814434.17874802
TLE4,LU,5.0,500.0,18824949.39985821
TLE4,LU-soft,5.0,500.0,11791462.406718085
TLE4,Ref,5.0,500.0,4823532.624423582
TLE4,GNN-oof-42,5.0,500.0,9298657.659408024
TLE4,GNN-oof-123,5.0,500.0,9970976.546436643
TLE4,GNN-oof-456,5.0,500.0,9237344.850083245
TLE4,Uni,10.0,100.0,15918994.196086654
TLE4,LU,10.0,100.0,16081215.720387217
TLE4,LU-soft,10.0,100.0,6770072.439362879
TLE4,Ref,10.0,100.0,1807584.9592447444
TLE4,GNN-oof-42,10.0,100.0,5593360.505899036
TLE4,GNN-oof-123,10.0,100.0,6141329.1139653
TLE4,GNN-oof-456,10.0,100.0,5448506.325464026
TLE4,Uni,10.0,300.0,21553646.3397224
TLE4,LU,10.0,300.0,22624442.243781622
TLE4,LU-soft,10.0,300.0,11495394.023559736
TLE4,Ref,10.0,300.0,4191026.268904796
TLE4,GNN-oof-42,10.0,300.0,10670181.375055462
TLE4,GNN-oof-123,10.0,300.0,11263788.295127297
TLE4,GNN-oof-456,10.0,300.0,10698354.931582127
TLE4,Uni,10.0,500.0,32236369.635544803
TLE4,LU,10.0,500.0,33176940.692631107
TLE4,LU-soft,10.0,500.0,17354103.958885185
TLE4,Ref,10.0,500.0,5984047.059489282
TLE4,GNN-oof-42,10.0,500.0,16537652.69153215
TLE4,GNN-oof-123,10.0,500.0,17543440.088286873
TLE4,GNN-oof-456,10.0,500.0,16712286.418462697
TLE4,Uni,20.0,100.0,1850561.9974111428
TLE4,LU,20.0,100.0,3294222.9393425784
TLE4,LU-soft,20.0,100.0,38104.48147313414
TLE4,Ref,20.0,100.0,28437.985038116865
TLE4,GNN-oof-42,20.0,100.0,166833.6008009734
TLE4,GNN-oof-123,20.0,100.0,204908.58709852357
TLE4,GNN-oof-456,20.0,100.0,159836.58534166124
TLE4,Uni,20.0,300.0,6224934.403193958
TLE4,LU,20.0,300.0,8573348.01138736
TLE4,LU-soft,20.0,300.0,2180216.8687202614
TLE4,Ref,20.0,300.0,768607.0725312342
TLE4,GNN-oof-42,20.0,300.0,2101673.8948187823
TLE4,GNN-oof-123,20.0,300.0,2236648.1112574707
TLE4,GNN-oof-456,20.0,300.0,2099814.4953961894
TLE4,Uni,20.0,500.0,9680142.525324525
TLE4,LU,20.0,500.0,14010181.950840041
TLE4,LU-soft,20.0,500.0,4450713.957785034
TLE4,Ref,20.0,500.0,2003887.4423323604
TLE4,GNN-oof-42,20.0,500.0,4794222.100732038
TLE4,GNN-oof-123,20.0,500.0,4924180.731311585
TLE4,GNN-oof-456,20.0,500.0,4880708.725123549
TLH1,Uni,5.0,100.0,3524242.5047293995
TLH1,LU,5.0,100.0,3529940.771902281
TLH1,LU-soft,5.0,100.0,3729053.098960849
TLH1,Ref,5.0,100.0,2139412.49677719
TLH1,GNN-oof-42,5.0,100.0,2614382.368426864
TLH1,GNN-oof-123,5.0,100.0,2747993.525593551
TLH1,GNN-oof-456,5.0,100.0,2594058.449819395
TLH1,Uni,5.0,300.0,3524242.5047293995
TLH1,LU,5.0,300.0,3529940.771902281
TLH1,LU-soft,5.0,300.0,3729053.09896085
TLH1,Ref,5.0,300.0,2139412.4967771913
TLH1,GNN-oof-42,5.0,300.0,2614382.3684268645
TLH1,GNN-oof-123,5.0,300.0,2747993.525593551
TLH1,GNN-oof-456,5.0,300.0,2594058.4498193962
TLH1,Uni,5.0,500.0,3524242.5047293995
TLH1,LU,5.0,500.0,3529940.771902281
TLH1,LU-soft,5.0,500.0,3729053.09896085
TLH1,Ref,5.0,500.0,2139412.4967771913
TLH1,GNN-oof-42,5.0,500.0,2614382.3684268645
TLH1,GNN-oof-123,5.0,500.0,2747993.5255935513
TLH1,GNN-oof-456,5.0,500.0,2594058.4498193962
TLH1,Uni,10.0,100.0,7905294.642399193
TLH1,LU,10.0,100.0,7858714.879481148
TLH1,LU-soft,10.0,100.0,8798553.116499122
TLH1,Ref,10.0,100.0,3052409.448003409
TLH1,GNN-oof-42,10.0,100.0,4396868.184345144
TLH1,GNN-oof-123,10.0,100.0,4791938.369738697
TLH1,GNN-oof-456,10.0,100.0,4360557.471842779
TLH1,Uni,10.0,300.0,7982828.798317753
TLH1,LU,10.0,300.0,7927345.378236443
TLH1,LU-soft,10.0,300.0,8852413.234582081
TLH1,Ref,10.0,300.0,3052409.4480034094
TLH1,GNN-oof-42,10.0,300.0,4396868.184345144
TLH1,GNN-oof-123,10.0,300.0,4791938.369738697
TLH1,GNN-oof-456,10.0,300.0,4360557.471842779
TLH1,Uni,10.0,500.0,7982828.798317753
TLH1,LU,10.0,500.0,7927345.378236443
TLH1,LU-soft,10.0,500.0,8852413.234582081
TLH1,Ref,10.0,500.0,3052409.4480034094
TLH1,GNN-oof-42,10.0,500.0,4396868.184345144
TLH1,GNN-oof-123,10.0,500.0,4791938.369738697
TLH1,GNN-oof-456,10.0,500.0,4360557.471842779
TLH1,Uni,20.0,100.0,15597852.256522747
TLH1,LU,20.0,100.0,14893747.646428648
TLH1,LU-soft,20.0,100.0,16022780.441941964
TLH1,Ref,20.0,100.0,4017020.492149193
TLH1,GNN-oof-42,20.0,100.0,7340411.14535335
TLH1,GNN-oof-123,20.0,100.0,8394508.524595166
TLH1,GNN-oof-456,20.0,100.0,7459064.613970952
TLH1,Uni,20.0,300.0,15890018.149328481
TLH1,LU,20.0,300.0,15119912.737666141
TLH1,LU-soft,20.0,300.0,16278079.720882243
TLH1,Ref,20.0,300.0,4017020.492149193
TLH1,GNN-oof-42,20.0,300.0,7357562.709272873
TLH1,GNN-oof-123,20.0,300.0,8454011.077057127
TLH1,GNN-oof-456,20.0,300.0,7471693.77053932
TLH1,Uni,20.0,500.0,15890018.149328481
TLH1,LU,20.0,500.0,15119912.737666141
TLH1,LU-soft,20.0,500.0,16278079.72088224
TLH1,Ref,20.0,500.0,4017020.492149193
TLH1,GNN-oof-42,20.0,500.0,7357562.709272873
TLH1,GNN-oof-123,20.0,500.0,8454011.077057127
TLH1,GNN-oof-456,20.0,500.0,7471693.77053932
TLE3,Uni,5.0,100.0,10227791.546605151
TLE3,LU,5.0,100.0,8940287.51602202
TLE3,LU-soft,5.0,100.0,6736160.879974308
TLE3,Ref,5.0,100.0,3242775.982990511
TLE3,GNN-oof-42,5.0,100.0,5351949.224524283
TLE3,GNN-oof-123,5.0,100.0,6078000.358753227
TLE3,GNN-oof-456,5.0,100.0,5008300.849525646
TLE3,Uni,5.0,300.0,13911837.367080985
TLE3,LU,5.0,300.0,12247841.747492213
TLE3,LU-soft,5.0,300.0,9017149.526550675
TLE3,Ref,5.0,300.0,3975360.5489293886
TLE3,GNN-oof-42,5.0,300.0,7258944.39824217
TLE3,GNN-oof-123,5.0,300.0,8141718.146040785
TLE3,GNN-oof-456,5.0,300.0,7265474.139112815
TLE3,Uni,5.0,500.0,16546374.138880277
TLE3,LU,5.0,500.0,14654724.789452579
TLE3,LU-soft,5.0,500.0,10475831.748457788
TLE3,Ref,5.0,500.0,4251752.017000969
TLE3,GNN-oof-42,5.0,500.0,8135464.940512339
TLE3,GNN-oof-123,5.0,500.0,8972580.75943977
TLE3,GNN-oof-456,5.0,500.0,7652965.995697957
TLE3,Uni,10.0,100.0,13602052.9934276
TLE3,LU,10.0,100.0,12244533.822148722
TLE3,LU-soft,10.0,100.0,5748714.2953885505
TLE3,Ref,10.0,100.0,1781716.9395065135
TLE3,GNN-oof-42,10.0,100.0,4975837.560310653
TLE3,GNN-oof-123,10.0,100.0,5972658.753500059
TLE3,GNN-oof-456,10.0,100.0,3651189.995762724
TLE3,Uni,10.0,300.0,22105796.668423858
TLE3,LU,10.0,300.0,20379569.324245345
TLE3,LU-soft,10.0,300.0,12051673.481461491
TLE3,Ref,10.0,300.0,4498056.828750013
TLE3,GNN-oof-42,10.0,300.0,10876931.748867584
TLE3,GNN-oof-123,10.0,300.0,13035795.842131538
TLE3,GNN-oof-456,10.0,300.0,10449502.078928716
TLE3,Uni,10.0,500.0,27057090.256120086
TLE3,LU,10.0,500.0,25258840.270122442
TLE3,LU-soft,10.0,500.0,14900799.192258038
TLE3,Ref,10.0,500.0,5327855.028972002
TLE3,GNN-oof-42,10.0,500.0,12860604.27705117
TLE3,GNN-oof-123,10.0,500.0,14947541.938701747
TLE3,GNN-oof-456,10.0,500.0,12342464.416466987
TLE3,Uni,20.0,100.0,3932342.578564598
TLE3,LU,20.0,100.0,3476313.361262718
TLE3,LU-soft,20.0,100.0,871741.4357547322
TLE3,Ref,20.0,100.0,249345.7194037478
TLE3,GNN-oof-42,20.0,100.0,1128722.9412751491
TLE3,GNN-oof-123,20.0,100.0,1428169.2967797774
TLE3,GNN-oof-456,20.0,100.0,652717.7887343783
TLE3,Uni,20.0,300.0,8134812.834166183
TLE3,LU,20.0,300.0,6767960.246677739
TLE3,LU-soft,20.0,300.0,3435841.23373759
TLE3,Ref,20.0,300.0,1342323.2048890935
TLE3,GNN-oof-42,20.0,300.0,3698197.1469288077
TLE3,GNN-oof-123,20.0,300.0,3679729.3205366824
TLE3,GNN-oof-456,20.0,300.0,2395155.3159729764
TLE3,Uni,20.0,500.0,10515009.430781348
TLE3,LU,20.0,500.0,9095056.232962113
TLE3,LU-soft,20.0,500.0,5245113.540307004
TLE3,Ref,20.0,500.0,2261314.0639885254
TLE3,GNN-oof-42,20.0,500.0,5604402.020036833
TLE3,GNN-oof-123,20.0,500.0,5920332.47597751
TLE3,GNN-oof-456,20.0,500.0,4779875.502570673
TLD3,Uni,5.0,100.0,7866663.907381694
TLD3,LU,5.0,100.0,6790552.613644079
TLD3,LU-soft,5.0,100.0,5457441.335301595
TLD3,Ref,5.0,100.0,2844527.6519400533
TLD3,GNN-oof-42,5.0,100.0,4605040.245986358
TLD3,GNN-oof-123,5.0,100.0,4692090.286744261
TLD3,GNN-oof-456,5.0,100.0,4318325.390018818
TLD3,Uni,5.0,300.0,13959794.444130506
TLD3,LU,5.0,300.0,12143020.92583261
TLD3,LU-soft,5.0,300.0,9182161.846172217
TLD3,Ref,5.0,300.0,5165270.838405003
TLD3,GNN-oof-42,5.0,300.0,7683320.775070541
TLD3,GNN-oof-123,5.0,300.0,7945935.188026483
TLD3,GNN-oof-456,5.0,300.0,7427675.199848888
TLD3,Uni,5.0,500.0,17992849.437859748
TLD3,LU,5.0,500.0,15704721.577076465
TLD3,LU-soft,5.0,500.0,12597751.942896381
TLD3,Ref,5.0,500.0,5510729.782165217
TLD3,GNN-oof-42,5.0,500.0,10036118.716414649
TLD3,GNN-oof-123,5.0,500.0,10268595.584313607
TLD3,GNN-oof-456,5.0,500.0,9377908.866441237
TLD3,Uni,10.0,100.0,2191382.2435832676
TLD3,LU,10.0,100.0,1647691.2655795421
TLD3,LU-soft,10.0,100.0,826467.8426060028
TLD3,Ref,10.0,100.0,357642.31361392286
TLD3,GNN-oof-42,10.0,100.0,570908.1390266338
TLD3,GNN-oof-123,10.0,100.0,690091.7670924161
TLD3,GNN-oof-456,10.0,100.0,542827.9211837997
TLD3,Uni,10.0,300.0,10349987.988782726
TLD3,LU,10.0,300.0,9638273.672289502
TLD3,LU-soft,10.0,300.0,7917030.45886639
TLD3,Ref,10.0,300.0,3126391.2097401205
TLD3,GNN-oof-42,10.0,300.0,5683179.121913606
TLD3,GNN-oof-123,10.0,300.0,5893105.573921023
TLD3,GNN-oof-456,10.0,300.0,4819394.843408086
TLD3,Uni,10.0,500.0,13307751.981089585
TLD3,LU,10.0,500.0,12439160.254739739
TLD3,LU-soft,10.0,500.0,9865428.204088317
TLD3,Ref,10.0,500.0,4558807.706764376
TLD3,GNN-oof-42,10.0,500.0,8154992.803927374
TLD3,GNN-oof-123,10.0,500.0,8389809.386262855
TLD3,GNN-oof-456,10.0,500.0,7136036.0701554
TLD3,Uni,20.0,100.0,0.0
TLD3,LU,20.0,100.0,0.0
TLD3,LU-soft,20.0,100.0,0.0
TLD3,Ref,20.0,100.0,0.0
TLD3,GNN-oof-42,20.0,100.0,0.0
TLD3,GNN-oof-123,20.0,100.0,0.0
TLD3,GNN-oof-456,20.0,100.0,0.0
TLD3,Uni,20.0,300.0,1226481.2315253024
TLD3,LU,20.0,300.0,668956.7575394466
TLD3,LU-soft,20.0,300.0,579924.1263624001
TLD3,Ref,20.0,300.0,379393.7017423351
TLD3,GNN-oof-42,20.0,300.0,402843.56225276476
TLD3,GNN-oof-123,20.0,300.0,379807.7458690726
TLD3,GNN-oof-456,20.0,300.0,395347.24424644414
TLD3,Uni,20.0,500.0,2343023.0951081966
TLD3,LU,20.0,500.0,1320019.1672228298
TLD3,LU-soft,20.0,500.0,1389162.1520831478
TLD3,Ref,20.0,500.0,718885.2459366716
TLD3,GNN-oof-42,20.0,500.0,870992.4625554533
TLD3,GNN-oof-123,20.0,500.0,912924.6392027201
TLD3,GNN-oof-456,20.0,500.0,964937.9489842992
TLD4,Uni,5.0,100.0,6956892.489553111
TLD4,LU,5.0,100.0,7153074.457086903
TLD4,LU-soft,5.0,100.0,4870229.196337796
TLD4,Ref,5.0,100.0,3509509.265068301
TLD4,GNN-oof-42,5.0,100.0,4699784.539803783
TLD4,GNN-oof-123,5.0,100.0,3882152.435714745
TLD4,GNN-oof-456,5.0,100.0,4077556.2146516386
TLD4,Uni,5.0,300.0,8771843.329807453
TLD4,LU,5.0,300.0,8896523.911530172
TLD4,LU-soft,5.0,300.0,5766985.441019615
TLD4,Ref,5.0,300.0,3920358.9615975386
TLD4,GNN-oof-42,5.0,300.0,5662737.380507719
TLD4,GNN-oof-123,5.0,300.0,4454590.897535183
TLD4,GNN-oof-456,5.0,300.0,4704560.922855927
TLD4,Uni,5.0,500.0,8771843.329807453
TLD4,LU,5.0,500.0,8896523.911530172
TLD4,LU-soft,5.0,500.0,5766985.441019615
TLD4,Ref,5.0,500.0,3920358.9615975386
TLD4,GNN-oof-42,5.0,500.0,5662737.380507719
TLD4,GNN-oof-123,5.0,500.0,4454590.897535183
TLD4,GNN-oof-456,5.0,500.0,4704560.922855926
TLD4,Uni,10.0,100.0,10541716.951910112
TLD4,LU,10.0,100.0,11063566.205609355
TLD4,LU-soft,10.0,100.0,6674565.763215655
TLD4,Ref,10.0,100.0,3062505.7434018175
TLD4,GNN-oof-42,10.0,100.0,5646869.546800203
TLD4,GNN-oof-123,10.0,100.0,4551993.286858484
TLD4,GNN-oof-456,10.0,100.0,4896013.867027752
TLD4,Uni,10.0,300.0,18527993.756277855
TLD4,LU,10.0,300.0,19498214.985713616
TLD4,LU-soft,10.0,300.0,12101531.158301266
TLD4,Ref,10.0,300.0,5459429.97385869
TLD4,GNN-oof-42,10.0,300.0,11239642.652099505
TLD4,GNN-oof-123,10.0,300.0,7976394.1474767225
TLD4,GNN-oof-456,10.0,300.0,8778437.878083145
TLD4,Uni,10.0,500.0,19735403.26926398
TLD4,LU,10.0,500.0,20641400.45011679
TLD4,LU-soft,10.0,500.0,12533115.05527968
TLD4,Ref,10.0,500.0,5493464.218452305
TLD4,GNN-oof-42,10.0,500.0,11609177.617921114
TLD4,GNN-oof-123,10.0,500.0,8018938.173219557
TLD4,GNN-oof-456,10.0,500.0,8824895.286531746
TLD4,Uni,20.0,100.0,10576229.578822931
TLD4,LU,20.0,100.0,11677837.898346115
TLD4,LU-soft,20.0,100.0,2819338.3700174005
TLD4,Ref,20.0,100.0,1337084.7348557913
TLD4,GNN-oof-42,20.0,100.0,2442822.7202076903
TLD4,GNN-oof-123,20.0,100.0,2843259.7415206498
TLD4,GNN-oof-456,20.0,100.0,2991285.739965536
TLD4,Uni,20.0,300.0,16948598.99445906
TLD4,LU,20.0,300.0,18661433.65051209
TLD4,LU-soft,20.0,300.0,6861936.770998646
TLD4,Ref,20.0,300.0,3458801.102377453
TLD4,GNN-oof-42,20.0,300.0,6371538.292399592
TLD4,GNN-oof-123,20.0,300.0,5386977.69277531
TLD4,GNN-oof-456,20.0,300.0,6046812.30935243
TLD4,Uni,20.0,500.0,30386012.09034067
TLD4,LU,20.0,500.0,32531328.23537939
TLD4,LU-soft,20.0,500.0,13822180.25614227
TLD4,Ref,20.0,500.0,6716896.12679401
TLD4,GNN-oof-42,20.0,500.0,12455812.680024846
TLD4,GNN-oof-123,20.0,500.0,10800319.247378225
TLD4,GNN-oof-456,20.0,500.0,12418287.865415193
