country,region,arm,radius_km,centres,mae_decision,mae_representation,mean_G_mva,zero_station_share,n_stations_mean,n_stations_median,effective_cand_share,n_candidates
uk,London,Uni,1.0,station,24.75842842739429,16.618077970953728,40.72850090449655,0.0,1.4840182648401827,1.0,1.0,219
uk,London,LU,1.0,station,17.42196947640575,8.834231946951338,40.72850090449655,0.0,1.4840182648401827,1.0,1.0,219
uk,London,LU-soft,1.0,station,19.85050676877238,12.088405260134968,40.72850090449655,0.0,1.4840182648401827,1.0,1.0,219
uk,London,Ref,1.0,station,14.831260624530112,0.0,40.72850090449655,0.0,1.4840182648401827,1.0,1.0,219
uk,London,GNN-oof-42,1.0,station,20.29661319822643,12.308182976247021,40.72850090449655,0.0,1.4840182648401827,1.0,1.0,219
uk,London,GNN-oof-123,1.0,station,19.928976518691496,11.461866300176936,40.72850090449655,0.0,1.4840182648401827,1.0,1.0,219
uk,London,GNN-oof-456,1.0,station,21.02457185966574,13.228620167974984,40.72850090449655,0.0,1.4840182648401827,1.0,1.0,219
uk,London,Uni,2.0,station,58.70671894511276,49.16612932677377,109.27155495654549,0.0,3.547945205479452,2.0,1.0,219
uk,London,LU,2.0,station,36.144534306784315,25.525864135770906,109.27155495654549,0.0,3.547945205479452,2.0,1.0,219
uk,London,LU-soft,2.0,station,45.52060869417461,35.649500581577065,109.27155495654549,0.0,3.547945205479452,2.0,1.0,219
uk,London,Ref,2.0,station,17.98046023295622,0.0,109.27155495654549,0.0,3.547945205479452,2.0,1.0,219
uk,London,GNN-oof-42,2.0,station,40.96005424425395,31.31672539801209,109.27155495654549,0.0,3.547945205479452,2.0,1.0,219
uk,London,GNN-oof-123,2.0,station,36.78734727782446,26.163753681032333,109.27155495654549,0.0,3.547945205479452,2.0,1.0,219
uk,London,GNN-oof-456,2.0,station,40.431154647675676,30.74453957732854,109.27155495654549,0.0,3.547945205479452,2.0,1.0,219
uk,London,Uni,3.0,station,101.43858834751457,84.31231024017357,222.44523169739372,0.0,7.073059360730594,5.0,1.0,219
uk,London,LU,3.0,station,63.15287665525846,45.213164773148996,222.44523169739372,0.0,7.073059360730594,5.0,1.0,219
uk,London,LU-soft,3.0,station,81.67635728754766,63.79867345254747,222.44523169739372,0.0,7.073059360730594,5.0,1.0,219
uk,London,Ref,3.0,station,24.79141494433838,0.0,222.44523169739372,0.0,7.073059360730594,5.0,1.0,219
uk,London,GNN-oof-42,3.0,station,69.64206936049179,52.8949446947737,222.44523169739372,0.0,7.073059360730594,5.0,1.0,219
uk,London,GNN-oof-123,3.0,station,61.27173263498166,43.74369244604865,222.44523169739372,0.0,7.073059360730594,5.0,1.0,219
uk,London,GNN-oof-456,3.0,station,65.37323841894502,50.860022992377615,222.44523169739372,0.0,7.073059360730594,5.0,1.0,219
uk,London,Uni,5.0,station,143.61258635960112,127.07531228089165,514.1926660050545,0.0,16.652968036529682,12.0,1.0,219
uk,London,LU,5.0,station,93.98010660425912,76.92661991083321,514.1926660050545,0.0,16.652968036529682,12.0,1.0,219
uk,London,LU-soft,5.0,station,117.53795017220509,100.98968478296031,514.1926660050545,0.0,16.652968036529682,12.0,1.0,219
uk,London,Ref,5.0,station,29.96838564303508,0.0,514.1926660050545,0.0,16.652968036529682,12.0,1.0,219
uk,London,GNN-oof-42,5.0,station,99.21946529398959,82.30683613582464,514.1926660050545,0.0,16.652968036529682,12.0,1.0,219
uk,London,GNN-oof-123,5.0,station,80.70971405754733,63.06168257706972,514.1926660050545,0.0,16.652968036529682,12.0,1.0,219
uk,London,GNN-oof-456,5.0,station,96.3554904423593,79.4135283664868,514.1926660050545,0.0,16.652968036529682,12.0,1.0,219
uk,London,Uni,7.5,station,167.58767378668713,149.4614939494925,946.4395870465169,0.0,31.666666666666668,25.0,1.0,219
uk,London,LU,7.5,station,121.3923574872907,103.37965625431306,946.4395870465169,0.0,31.666666666666668,25.0,1.0,219
uk,London,LU-soft,7.5,station,143.2340490507035,124.86350386290735,946.4395870465169,0.0,31.666666666666668,25.0,1.0,219
uk,London,Ref,7.5,station,35.02567403547837,0.0,946.4395870465169,0.0,31.666666666666668,25.0,1.0,219
uk,London,GNN-oof-42,7.5,station,124.23646793540736,105.57751234280246,946.4395870465169,0.0,31.666666666666668,25.0,1.0,219
uk,London,GNN-oof-123,7.5,station,94.69799763453445,75.91628430061778,946.4395870465169,0.0,31.666666666666668,25.0,1.0,219
uk,London,GNN-oof-456,7.5,station,119.31125844830396,100.55890479709349,946.4395870465169,0.0,31.666666666666668,25.0,1.0,219
uk,London,Uni,10.0,station,179.7951989116237,161.55650129146196,1453.3663530742242,0.0,49.96803652968037,44.0,1.0,219
uk,London,LU,10.0,station,128.32269263062963,108.12359898656744,1453.3663530742242,0.0,49.96803652968037,44.0,1.0,219
uk,London,LU-soft,10.0,station,150.1186702091561,130.55566902252156,1453.3663530742242,0.0,49.96803652968037,44.0,1.0,219
uk,London,Ref,10.0,station,36.77341060258319,0.0,1453.3663530742242,0.0,49.96803652968037,44.0,1.0,219
uk,London,GNN-oof-42,10.0,station,129.6682666653976,110.87191834794683,1453.3663530742242,0.0,49.96803652968037,44.0,1.0,219
uk,London,GNN-oof-123,10.0,station,97.49934344093026,77.84975602084545,1453.3663530742242,0.0,49.96803652968037,44.0,1.0,219
uk,London,GNN-oof-456,10.0,station,120.41228355615978,103.39547065089626,1453.3663530742242,0.0,49.96803652968037,44.0,1.0,219
uk,London,Uni,15.0,station,203.40268931393,183.14012673386028,2625.1450078813687,0.0,94.23287671232876,104.0,1.0,219
uk,London,LU,15.0,station,134.50828895752193,112.11904002202178,2625.1450078813687,0.0,94.23287671232876,104.0,1.0,219
uk,London,LU-soft,15.0,station,155.11251227832526,132.8696539896528,2625.1450078813687,0.0,94.23287671232876,104.0,1.0,219
uk,London,Ref,15.0,station,38.44167268722959,0.0,2625.1450078813687,0.0,94.23287671232876,104.0,1.0,219
uk,London,GNN-oof-42,15.0,station,140.3757040249032,119.82213757932472,2625.1450078813687,0.0,94.23287671232876,104.0,1.0,219
uk,London,GNN-oof-123,15.0,station,111.18166848935022,88.78307129484126,2625.1450078813687,0.0,94.23287671232876,104.0,1.0,219
uk,London,GNN-oof-456,15.0,station,123.70956861649776,104.59664438806993,2625.1450078813687,0.0,94.23287671232876,104.0,1.0,219
uk,London,Uni,20.0,station,205.0579488232078,184.49431846405065,3779.190546777766,0.0,140.91780821917808,146.0,1.0,219
uk,London,LU,20.0,station,134.0834876823193,112.99584272877993,3779.190546777766,0.0,140.91780821917808,146.0,1.0,219
uk,London,LU-soft,20.0,station,145.89411189982093,125.02790575246156,3779.190546777766,0.0,140.91780821917808,146.0,1.0,219
uk,London,Ref,20.0,station,34.40346005902493,0.0,3779.190546777766,0.0,140.91780821917808,146.0,1.0,219
uk,London,GNN-oof-42,20.0,station,138.54297258261045,117.27724110791902,3779.190546777766,0.0,140.91780821917808,146.0,1.0,219
uk,London,GNN-oof-123,20.0,station,114.56627805615142,92.05780092930662,3779.190546777766,0.0,140.91780821917808,146.0,1.0,219
uk,London,GNN-oof-456,20.0,station,122.78135800664296,100.47900603483592,3779.190546777766,0.0,140.91780821917808,146.0,1.0,219
uk,TLH2,Uni,1.0,station,11.160392502279889,0.8079554979608411,12.615539378579552,0.0,1.0212765957446808,1.0,1.0,94
uk,TLH2,LU,1.0,station,10.882146952474551,0.8069415690211726,12.615539378579552,0.0,1.0212765957446808,1.0,1.0,94
uk,TLH2,LU-soft,1.0,station,10.988760988074773,0.7971635830885149,12.615539378579552,0.0,1.0212765957446808,1.0,1.0,94
uk,TLH2,Ref,1.0,station,10.885830923150026,0.0,12.615539378579552,0.0,1.0212765957446808,1.0,1.0,94
uk,TLH2,GNN-oof-42,1.0,station,10.548299735187896,1.3076010088146002,12.615539378579552,0.0,1.0212765957446808,1.0,1.0,94
uk,TLH2,GNN-oof-123,1.0,station,10.629272661021375,1.4810719837291992,12.615539378579552,0.0,1.0212765957446808,1.0,1.0,94
uk,TLH2,GNN-oof-456,1.0,station,10.543760955016454,1.418995257009616,12.615539378579552,0.0,1.0212765957446808,1.0,1.0,94
uk,TLH2,Uni,2.0,station,8.167046779404117,2.987473767723871,13.741174272196572,0.0,1.127659574468085,1.0,1.0,94
uk,TLH2,LU,2.0,station,7.557049284742519,2.691340096664864,13.741174272196572,0.0,1.127659574468085,1.0,1.0,94
uk,TLH2,LU-soft,2.0,station,7.762740262925481,2.8159310127543256,13.741174272196572,0.0,1.127659574468085,1.0,1.0,94
uk,TLH2,Ref,2.0,station,7.132348289293933,0.0,13.741174272196572,0.0,1.127659574468085,1.0,1.0,94
uk,TLH2,GNN-oof-42,2.0,station,7.419345765484829,3.5680112681878575,13.741174272196572,0.0,1.127659574468085,1.0,1.0,94
uk,TLH2,GNN-oof-123,2.0,station,7.674553985759594,4.059746822290497,13.741174272196572,0.0,1.127659574468085,1.0,1.0,94
uk,TLH2,GNN-oof-456,2.0,station,7.467352923738113,3.665766310499297,13.741174272196572,0.0,1.127659574468085,1.0,1.0,94
uk,TLH2,Uni,3.0,station,9.126316962745424,5.718344373359588,18.58334258694634,0.0,1.4680851063829787,1.0,1.0,94
uk,TLH2,LU,3.0,station,8.223251069948327,4.736270093318557,18.58334258694634,0.0,1.4680851063829787,1.0,1.0,94
uk,TLH2,LU-soft,3.0,station,8.588980012251573,4.983074318896209,18.58334258694634,0.0,1.4680851063829787,1.0,1.0,94
uk,TLH2,Ref,3.0,station,6.963703662104097,0.0,18.58334258694634,0.0,1.4680851063829787,1.0,1.0,94
uk,TLH2,GNN-oof-42,3.0,station,8.279672440912378,5.393421048881583,18.58334258694634,0.0,1.4680851063829787,1.0,1.0,94
uk,TLH2,GNN-oof-123,3.0,station,8.769619023600969,6.089103290628386,18.58334258694634,0.0,1.4680851063829787,1.0,1.0,94
uk,TLH2,GNN-oof-456,3.0,station,8.263087765594086,5.563772882873252,18.58334258694634,0.0,1.4680851063829787,1.0,1.0,94
uk,TLH2,Uni,5.0,station,15.60174346261765,11.85478549006043,39.73064590169611,0.0,3.1914893617021276,3.0,1.0,94
uk,TLH2,LU,5.0,station,13.22585253724272,8.624774957002138,39.73064590169611,0.0,3.1914893617021276,3.0,1.0,94
uk,TLH2,LU-soft,5.0,station,13.181926505260778,9.42051551336086,39.73064590169611,0.0,3.1914893617021276,3.0,1.0,94
uk,TLH2,Ref,5.0,station,7.573137791867472,0.0,39.73064590169611,0.0,3.1914893617021276,3.0,1.0,94
uk,TLH2,GNN-oof-42,5.0,station,11.654017878570246,8.146434374601167,39.73064590169611,0.0,3.1914893617021276,3.0,1.0,94
uk,TLH2,GNN-oof-123,5.0,station,11.512824186790038,8.806836778676262,39.73064590169611,0.0,3.1914893617021276,3.0,1.0,94
uk,TLH2,GNN-oof-456,5.0,station,11.211611233442703,8.161439555281998,39.73064590169611,0.0,3.1914893617021276,3.0,1.0,94
uk,TLH2,Uni,7.5,station,22.344952090906286,20.22549585003971,78.4586615568714,0.0,6.361702127659575,6.0,1.0,94
uk,TLH2,LU,7.5,station,16.369868039511847,13.571305008591114,78.4586615568714,0.0,6.361702127659575,6.0,1.0,94
uk,TLH2,LU-soft,7.5,station,17.79877420185382,15.536965182949736,78.4586615568714,0.0,6.361702127659575,6.0,1.0,94
uk,TLH2,Ref,7.5,station,9.97766887703404,0.0,78.4586615568714,0.0,6.361702127659575,6.0,1.0,94
uk,TLH2,GNN-oof-42,7.5,station,14.882040240416131,11.283835656976187,78.4586615568714,0.0,6.361702127659575,6.0,1.0,94
uk,TLH2,GNN-oof-123,7.5,station,14.174291929529536,11.246833869460984,78.4586615568714,0.0,6.361702127659575,6.0,1.0,94
uk,TLH2,GNN-oof-456,7.5,station,13.926162296473128,10.612970460149596,78.4586615568714,0.0,6.361702127659575,6.0,1.0,94
uk,TLH2,Uni,10.0,station,34.5013813935156,29.68043596343728,128.46654891417438,0.0,10.553191489361701,11.0,1.0,94
uk,TLH2,LU,10.0,station,23.39355691386881,18.046914092477373,128.46654891417438,0.0,10.553191489361701,11.0,1.0,94
uk,TLH2,LU-soft,10.0,station,26.475867261714782,21.545479375951903,128.46654891417438,0.0,10.553191489361701,11.0,1.0,94
uk,TLH2,Ref,10.0,station,11.219376212862239,0.0,128.46654891417438,0.0,10.553191489361701,11.0,1.0,94
uk,TLH2,GNN-oof-42,10.0,station,18.465893448113302,16.206135688593594,128.46654891417438,0.0,10.553191489361701,11.0,1.0,94
uk,TLH2,GNN-oof-123,10.0,station,17.61567255894394,15.82578756889885,128.46654891417438,0.0,10.553191489361701,11.0,1.0,94
uk,TLH2,GNN-oof-456,10.0,station,17.23740582970081,14.911170853467432,128.46654891417438,0.0,10.553191489361701,11.0,1.0,94
uk,TLH2,Uni,15.0,station,54.56604245162734,49.793695221108116,262.2309097769972,0.0,21.70212765957447,23.0,1.0,94
uk,TLH2,LU,15.0,station,30.030669110291257,25.805517828321893,262.2309097769972,0.0,21.70212765957447,23.0,1.0,94
uk,TLH2,LU-soft,15.0,station,38.12471146470593,33.888852552725716,262.2309097769972,0.0,21.70212765957447,23.0,1.0,94
uk,TLH2,Ref,15.0,station,11.676411042233633,0.0,262.2309097769972,0.0,21.70212765957447,23.0,1.0,94
uk,TLH2,GNN-oof-42,15.0,station,22.515667423785985,19.996707029064744,262.2309097769972,0.0,21.70212765957447,23.0,1.0,94
uk,TLH2,GNN-oof-123,15.0,station,20.414161872714693,18.406664259428965,262.2309097769972,0.0,21.70212765957447,23.0,1.0,94
uk,TLH2,GNN-oof-456,15.0,station,21.052465652991604,18.38415786501349,262.2309097769972,0.0,21.70212765957447,23.0,1.0,94
uk,TLH2,Uni,20.0,station,74.47646651608223,69.11321502171943,416.3618323030745,0.0,34.51063829787234,35.5,1.0,94
uk,TLH2,LU,20.0,station,40.62452992625783,34.640300314364985,416.3618323030745,0.0,34.51063829787234,35.5,1.0,94
uk,TLH2,LU-soft,20.0,station,53.87374708494219,48.26054171415224,416.3618323030745,0.0,34.51063829787234,35.5,1.0,94
uk,TLH2,Ref,20.0,station,14.049987411311069,0.0,416.3618323030745,0.0,34.51063829787234,35.5,1.0,94
uk,TLH2,GNN-oof-42,20.0,station,21.903012423525816,19.453661516168896,416.3618323030745,0.0,34.51063829787234,35.5,1.0,94
uk,TLH2,GNN-oof-123,20.0,station,19.810583562804254,18.62012691974599,416.3618323030745,0.0,34.51063829787234,35.5,1.0,94
uk,TLH2,GNN-oof-456,20.0,station,20.943442615817695,19.35362634849507,416.3618323030745,0.0,34.51063829787234,35.5,1.0,94
uk,TLH3,Uni,1.0,station,10.429249027901927,0.7546957650106371,11.613773814432989,0.0,1.0,1.0,1.0,97
uk,TLH3,LU,1.0,station,10.263642648811222,0.7245430640223619,11.613773814432989,0.0,1.0,1.0,1.0,97
uk,TLH3,LU-soft,1.0,station,10.306275885871349,0.8010393845112335,11.613773814432989,0.0,1.0,1.0,1.0,97
uk,TLH3,Ref,1.0,station,10.080002943787743,0.0,11.613773814432989,0.0,1.0,1.0,1.0,97
uk,TLH3,GNN-oof-42,1.0,station,9.923522461016821,0.9889553459046099,11.613773814432989,0.0,1.0,1.0,1.0,97
uk,TLH3,GNN-oof-123,1.0,station,9.809273208633474,1.129862517500739,11.613773814432989,0.0,1.0,1.0,1.0,97
uk,TLH3,GNN-oof-456,1.0,station,9.777392781023654,1.2030791448152693,11.613773814432989,0.0,1.0,1.0,1.0,97
uk,TLH3,Uni,2.0,station,7.960405804240067,2.7811759611108537,12.47838113402062,0.0,1.0824742268041236,1.0,1.0,97
uk,TLH3,LU,2.0,station,7.627279205884944,2.310364709316567,12.47838113402062,0.0,1.0824742268041236,1.0,1.0,97
uk,TLH3,LU-soft,2.0,station,7.832399839548741,2.3668757237269866,12.47838113402062,0.0,1.0824742268041236,1.0,1.0,97
uk,TLH3,Ref,2.0,station,6.934004070731001,0.0,12.47838113402062,0.0,1.0824742268041236,1.0,1.0,97
uk,TLH3,GNN-oof-42,2.0,station,7.148667058632862,2.7668409247922305,12.47838113402062,0.0,1.0824742268041236,1.0,1.0,97
uk,TLH3,GNN-oof-123,2.0,station,7.354234298552616,3.1638694430604426,12.47838113402062,0.0,1.0824742268041236,1.0,1.0,97
uk,TLH3,GNN-oof-456,2.0,station,7.457140053858699,3.4033263352844183,12.47838113402062,0.0,1.0824742268041236,1.0,1.0,97
uk,TLH3,Uni,3.0,station,9.083051583971105,5.27897181021585,17.657201649484534,0.0,1.5154639175257731,1.0,1.0,97
uk,TLH3,LU,3.0,station,8.116667713295929,4.476543315307852,17.657201649484534,0.0,1.5154639175257731,1.0,1.0,97
uk,TLH3,LU-soft,3.0,station,8.59540245469979,4.610901155964647,17.657201649484534,0.0,1.5154639175257731,1.0,1.0,97
uk,TLH3,Ref,3.0,station,6.094233048889874,0.0,17.657201649484534,0.0,1.5154639175257731,1.0,1.0,97
uk,TLH3,GNN-oof-42,3.0,station,7.011683610849903,4.095954847224403,17.657201649484534,0.0,1.5154639175257731,1.0,1.0,97
uk,TLH3,GNN-oof-123,3.0,station,7.070496630197424,4.476507075401946,17.657201649484534,0.0,1.5154639175257731,1.0,1.0,97
uk,TLH3,GNN-oof-456,3.0,station,7.224010562400269,4.893093855784102,17.657201649484534,0.0,1.5154639175257731,1.0,1.0,97
uk,TLH3,Uni,5.0,station,14.432215981396446,10.348374672359519,32.67225154639175,0.0,2.8556701030927836,3.0,1.0,97
uk,TLH3,LU,5.0,station,13.3107474087992,9.053305468341728,32.67225154639175,0.0,2.8556701030927836,3.0,1.0,97
uk,TLH3,LU-soft,5.0,station,13.534662178833116,9.743410592402917,32.67225154639175,0.0,2.8556701030927836,3.0,1.0,97
uk,TLH3,Ref,5.0,station,6.978135178983634,0.0,32.67225154639175,0.0,2.8556701030927836,3.0,1.0,97
uk,TLH3,GNN-oof-42,5.0,station,9.927769595910329,6.510532206804912,32.67225154639175,0.0,2.8556701030927836,3.0,1.0,97
uk,TLH3,GNN-oof-123,5.0,station,10.210079056280307,7.837239833453748,32.67225154639175,0.0,2.8556701030927836,3.0,1.0,97
uk,TLH3,GNN-oof-456,5.0,station,10.53729029070766,8.208422935329086,32.67225154639175,0.0,2.8556701030927836,3.0,1.0,97
uk,TLH3,Uni,7.5,station,23.47389003036049,15.33614512890524,64.35080412371134,0.0,5.762886597938144,5.0,1.0,97
uk,TLH3,LU,7.5,station,21.412003600173446,13.220565599677506,64.35080412371134,0.0,5.762886597938144,5.0,1.0,97
uk,TLH3,LU-soft,7.5,station,23.001240889282588,14.901098680254533,64.35080412371134,0.0,5.762886597938144,5.0,1.0,97
uk,TLH3,Ref,7.5,station,11.272732488991528,0.0,64.35080412371134,0.0,5.762886597938144,5.0,1.0,97
uk,TLH3,GNN-oof-42,7.5,station,14.690529185782282,10.886872700438817,64.35080412371134,0.0,5.762886597938144,5.0,1.0,97
uk,TLH3,GNN-oof-123,7.5,station,14.743232261529924,12.390582931917246,64.35080412371134,0.0,5.762886597938144,5.0,1.0,97
uk,TLH3,GNN-oof-456,7.5,station,14.741536158676736,13.203543405684306,64.35080412371134,0.0,5.762886597938144,5.0,1.0,97
uk,TLH3,Uni,10.0,station,26.591684214195652,19.86602841711519,100.26649546391754,0.0,9.0,8.0,1.0,97
uk,TLH3,LU,10.0,station,23.089630478044516,16.488796536014288,100.26649546391754,0.0,9.0,8.0,1.0,97
