arm,region,seed,in_sample,corr,rmse,mae
GPM,TLD6,,False,0.002890283232465171,8.447788634658092,6.293947154486886
GPMpostN,TLD6,,False,0.09321089855963482,7.44255376664808,5.682223097832913
GPMpostP,TLD6,,False,-0.002391624319394593,6.913986294533455,5.400291017722922
GPMpostNP,TLD6,,False,0.21085405664918688,6.09040411360986,4.7993913977812825
GPMaddN,TLD6,,False,0.05710062494724591,7.887811712199849,5.902038768984553
GPMaddP,TLD6,,False,0.006079192771057744,8.048606556258884,5.996270032142343
GPMaddNP,TLD6,,False,0.018924335835825125,7.995736614185126,5.9424090445422
Uni,TLG1,,False,-0.027713383052956186,15.492465737137275,12.481453635483652
UniN,TLG1,,False,0.13201762009624124,13.249591658442089,10.848543176726745
UniP,TLG1,,False,0.15673452309666208,11.63686714182453,9.567159725062233
UniNP,TLG1,,False,0.5855395525619987,8.831962594220181,7.1075170801979235
UniAddN,TLG1,,False,-0.02771338305295593,15.492465737137275,12.481453635483653
UniAddP,TLG1,,False,-0.027713383052956033,15.492465737137277,12.481453635483655
UniAddNP,TLG1,,False,-0.027713383052956,15.492465737137277,12.481453635483655
GPM,TLG1,,False,-0.016362901510117014,15.247563256563058,12.294419086608428
GPMpostN,TLG1,,False,0.14738858596937354,13.052242525591582,10.682845181868435
GPMpostP,TLG1,,False,0.19142271510635311,11.355997617736305,9.302178117934877
GPMpostNP,TLG1,,False,0.5712318535819116,8.929263069488233,7.197212406343116
GPMaddN,TLG1,,False,0.04397366867960009,14.3242482219397,11.610695589921141
GPMaddP,TLG1,,False,-0.004776140728443583,14.788483550652703,11.973594855944988
GPMaddNP,TLG1,,False,0.006395778249507435,14.706315219059487,11.886049625727116
Uni,TLG2,,False,0.3040790347287553,13.90947830996045,9.850877834753284
UniN,TLG2,,False,0.47199439536683,12.130864656508901,8.566957547539475
UniP,TLG2,,False,0.3571255635168827,12.699968282692623,9.134619187046402
UniNP,TLG2,,False,0.6047090414310136,10.791804304852064,7.683838744474674
UniAddN,TLG2,,False,0.3040790347287554,13.90947830996045,9.850877834753284
UniAddP,TLG2,,False,0.3040790347287554,13.90947830996045,9.850877834753284
