country,region,arm,radius_km,dc_mw,eta,e_budget_mva,eps_max_mva,budget_realised,L_E,L_E_bound,L_S,L_S_bound,slack_E,slack_S,valid_E,valid_S
uk,TLH2,GNN-oof-123,20.0,100.0,0.5,119.34629879498785,82.75909734519189,True,7919303.083474787,51220965.470641255,2569759.5410555303,47572133.10948806,43301662.38716647,45002373.56843253,True,True
uk,TLH2,GNN-oof-123,20.0,300.0,0.5,119.34629879498785,82.75909734519189,True,8017246.094678313,51318908.48184479,4817485.86500001,98554727.10360846,43301662.38716648,93737241.23860845,True,True
uk,TLH2,GNN-oof-123,20.0,500.0,0.5,119.34629879498785,82.75909734519189,True,8017246.094678311,51318908.48184479,4817485.86500001,98554727.10360849,43301662.38716648,93737241.23860848,True,True
uk,TLH2,GNN-oof-123,20.0,100.0,0.8,172.19550400215454,82.75909734519189,True,7919303.083474787,73946123.70972292,2569759.5410555303,70297291.3485697,66026820.626248136,67727531.80751418,True,True
uk,TLH2,GNN-oof-123,20.0,300.0,0.8,172.19550400215454,82.75909734519189,True,8017246.094678313,74044066.72092646,4817485.86500001,144005043.5817718,66026820.62624815,139187557.71677178,True,True
uk,TLH2,GNN-oof-123,20.0,500.0,0.8,172.19550400215454,82.75909734519189,True,8017246.094678311,74044066.72092646,4817485.86500001,144005043.5817718,66026820.62624815,139187557.71677178,True,True
uk,TLH2,GNN-oof-123,20.0,100.0,0.9,206.7369526260908,82.75909734519189,True,7919303.083474787,88798946.61801551,2569759.5410555303,85150114.25686233,80879643.53454073,82580354.7158068,True,True
uk,TLH2,GNN-oof-123,20.0,300.0,0.9,206.7369526260908,82.75909734519189,True,8017246.094678313,88896889.62921906,4817485.86500001,168086877.31116062,80879643.53454074,163269391.4461606,True,True
uk,TLH2,GNN-oof-123,20.0,500.0,0.9,206.7369526260908,82.75909734519189,True,8017246.094678311,88896889.62921906,4817485.86500001,173710689.3983569,80879643.53454074,168893203.5333569,True,True
uk,TLH2,GNN-oof-123,20.0,100.0,1.0,214.71668233542522,82.75909734519189,True,7919303.083474787,92230230.39302933,2569759.5410555303,88581398.03187612,84310927.30955455,86011638.49082059,True,True
uk,TLH2,GNN-oof-123,20.0,300.0,1.0,214.71668233542522,82.75909734519189,True,8017246.094678313,92328173.40423287,4817485.86500001,171518161.0861744,84310927.30955456,166700675.2211744,True,True
uk,TLH2,GNN-oof-123,20.0,500.0,1.0,214.71668233542522,82.75909734519189,True,8017246.094678311,92328173.40423286,4817485.86500001,180573256.94838458,84310927.30955455,175755771.08338457,True,True
uk,TLH2,GNN-oof-456,20.0,100.0,0.5,125.99733365091987,84.3834112961755,True,8165650.953203283,54026812.75514598,3276822.516055532,47838789.0416464,45861161.8019427,44561966.52559087,True,True
uk,TLH2,GNN-oof-456,20.0,300.0,0.5,125.99733365091987,84.3834112961755,True,8317691.667952847,54178853.46989557,3280568.825351864,104229605.16503242,45861161.80194272,100949036.33968055,True,True
uk,TLH2,GNN-oof-456,20.0,500.0,0.5,125.99733365091987,84.3834112961755,True,8317691.667952849,54178853.46989557,3280568.825351864,104229605.16503243,45861161.80194272,100949036.33968057,True,True
uk,TLH2,GNN-oof-456,20.0,100.0,0.8,138.99254628148722,84.3834112961755,True,8165650.953203283,59614754.18628993,3276822.516055532,53426730.47279033,51449103.233086646,50149907.9567348,True,True
uk,TLH2,GNN-oof-456,20.0,300.0,0.8,138.99254628148722,84.3834112961755,True,8317691.667952847,59766794.90103951,3280568.825351864,115405488.02732034,51449103.23308666,112124919.20196848,True,True
uk,TLH2,GNN-oof-456,20.0,500.0,0.8,138.99254628148722,84.3834112961755,True,8317691.667952849,59766794.90103951,3280568.825351864,115405488.02732031,51449103.23308666,112124919.20196845,True,True
uk,TLH2,GNN-oof-456,20.0,100.0,0.9,148.75105352976126,84.3834112961755,True,8165650.953203283,63810912.30304779,3276822.516055532,57622888.58954817,55645261.34984451,54346066.07349264,True,True
uk,TLH2,GNN-oof-456,20.0,300.0,0.9,148.75105352976126,84.3834112961755,True,8317691.667952847,63962953.01779736,3280568.825351864,123797804.26083605,55645261.349844515,120517235.43548419,True,True
uk,TLH2,GNN-oof-456,20.0,500.0,0.9,148.75105352976126,84.3834112961755,True,8317691.667952849,63962953.017797366,3280568.825351864,123797804.26083598,55645261.349844515,120517235.43548411,True,True
uk,TLH2,GNN-oof-456,20.0,100.0,1.0,235.90524095382034,84.3834112961755,True,8165650.953203283,101287212.89539316,3276822.516055532,95099189.18189356,93121561.94218987,91822366.66583803,True,True
uk,TLH2,GNN-oof-456,20.0,300.0,1.0,235.90524095382034,84.3834112961755,True,8317691.667952847,101439253.61014274,3280568.825351864,178595747.6038887,93121561.94218989,175315178.77853683,True,True
uk,TLH2,GNN-oof-456,20.0,500.0,1.0,235.90524095382034,84.3834112961755,True,8317691.667952849,101439253.61014274,3280568.825351864,198750405.44552675,93121561.94218989,195469836.62017488,True,True
uk,TLH3,Uni,10.0,100.0,0.5,145.496477407052,87.59065364036927,True,11471672.538118046,62553017.00874205,1064574.864999991,61682664.57540627,51081344.470624,60618089.71040627,True,True
uk,TLH3,Uni,10.0,300.0,0.5,145.496477407052,87.59065364036927,True,11482140.814408367,62563485.28503238,1064574.8650000095,120955458.2938498,51081344.47062401,119890883.42884979,True,True
uk,TLH3,Uni,10.0,500.0,0.5,145.496477407052,87.59065364036927,True,11482140.814408367,62563485.28503238,1064574.8649999797,120955458.29384974,51081344.47062401,119890883.42884976,True,True
uk,TLH3,Uni,10.0,100.0,0.8,224.55799982722806,87.59065364036927,True,11471672.538118046,96549471.64941776,1064574.864999991,95679119.21608196,85077799.11129971,94614544.35108197,True,True
uk,TLH3,Uni,10.0,300.0,0.8,224.55799982722806,87.59065364036927,True,11482140.814408367,96559939.92570807,1064574.8650000095,181679119.216082,85077799.11129971,180614544.351082,True,True
uk,TLH3,Uni,10.0,500.0,0.8,224.55799982722806,87.59065364036927,True,11482140.814408367,96559939.92570807,1064574.8649999797,188948367.57520115,85077799.11129971,187883792.71020117,True,True
uk,TLH3,Uni,10.0,100.0,0.9,288.52518245741294,87.59065364036927,True,11471672.538118046,124055360.18039726,1064574.864999991,123185007.74706146,112583687.64227921,122120432.88206147,True,True
uk,TLH3,Uni,10.0,300.0,0.9,288.52518245741294,87.59065364036927,True,11482140.814408367,124065828.45668757,1064574.8650000095,209185007.74706146,112583687.64227921,208120432.88206145,True,True
uk,TLH3,Uni,10.0,500.0,0.9,288.52518245741294,87.59065364036927,True,11482140.814408367,124065828.45668755,1064574.8649999797,243960144.63716012,112583687.6422792,242895569.77216014,True,True
uk,TLH3,Uni,10.0,100.0,1.0,326.1057405992775,87.59065364036927,True,11471672.538118046,140215000.181399,1064574.864999991,139344647.74806324,128743327.64328094,138280072.88306326,True,True
uk,TLH3,Uni,10.0,300.0,1.0,326.1057405992775,87.59065364036927,True,11482140.814408367,140225468.45768932,1064574.8650000095,225344647.74806324,128743327.64328095,224280072.88306323,True,True
uk,TLH3,Uni,10.0,500.0,1.0,326.1057405992775,87.59065364036927,True,11482140.814408367,140225468.45768934,1064574.8649999797,276279424.6391636,128743327.64328098,275214849.7741636,True,True
uk,TLH3,LU,10.0,100.0,0.5,134.83978553533888,87.61963647531631,True,10386201.819124116,57974103.21878606,1495624.4949999936,57770045.920875624,47587901.39966194,56274421.425875634,True,True
uk,TLH3,LU,10.0,300.0,0.5,134.83978553533888,87.61963647531631,True,10393206.38053376,57981107.78019573,1495624.494999975,111867059.32043214,47587901.399661966,110371434.82543217,True,True
uk,TLH3,LU,10.0,500.0,0.5,134.83978553533888,87.61963647531631,True,10393206.380533757,57981107.78019573,1495624.4949999452,111867059.32043211,47587901.39966197,110371434.82543217,True,True
uk,TLH3,LU,10.0,100.0,0.8,199.8991148722285,87.61963647531631,True,10386201.819124116,85949614.8336486,1495624.4949999936,85745557.53573816,75563413.01452449,84249933.04073817,True,True
uk,TLH3,LU,10.0,300.0,0.8,199.8991148722285,87.61963647531631,True,10393206.38053376,85956619.39505826,1495624.494999975,167818082.5501572,75563413.0145245,166322458.0551572,True,True
uk,TLH3,LU,10.0,500.0,0.8,199.8991148722285,87.61963647531631,True,10393206.380533757,85956619.39505826,1495624.4949999452,167818082.55015713,75563413.0145245,166322458.05515718,True,True
uk,TLH3,LU,10.0,100.0,0.9,244.4877696040748,87.61963647531631,True,10386201.819124116,105122736.36834252,1495624.4949999936,104918679.07043207,94736534.5492184,103423054.57543208,True,True
uk,TLH3,LU,10.0,300.0,0.9,244.4877696040748,87.61963647531631,True,10393206.38053376,105129740.92975217,1495624.494999975,190918679.070432,94736534.54921842,189423054.57543203,True,True
uk,TLH3,LU,10.0,500.0,0.9,244.4877696040748,87.61963647531631,True,10393206.380533757,105129740.92975214,1495624.4949999452,206164325.619545,94736534.54921839,204668701.12454507,True,True
uk,TLH3,LU,10.0,100.0,1.0,286.48182156243894,87.61963647531631,True,10386201.819124116,123180178.71043909,1495624.4949999936,122976121.41252863,112793976.89131497,121480496.91752864,True,True
uk,TLH3,LU,10.0,300.0,1.0,286.48182156243894,87.61963647531631,True,10393206.38053376,123187183.27184872,1495624.494999975,208976121.41252866,112793976.89131497,207480496.9175287,True,True
uk,TLH3,LU,10.0,500.0,1.0,286.48182156243894,87.61963647531631,True,10393206.380533757,123187183.27184872,1495624.4949999452,242279210.30373818,112793976.89131497,240783585.80873823,True,True
uk,TLH3,LU-soft,10.0,100.0,0.5,126.96379260149503,94.93603761660472,True,11577661.213420104,54580842.29586478,2279872.4699999914,53639935.76815458,43003181.08244468,51360063.298154585,True,True
uk,TLH3,LU-soft,10.0,300.0,0.5,126.96379260149503,94.93603761660472,True,11591249.736198174,54594430.81864287,2279872.469999999,104537761.55853409,43003181.0824447,102257889.08853409,True,True
uk,TLH3,LU-soft,10.0,500.0,0.5,126.96379260149503,94.93603761660472,True,11591249.736198174,54594430.81864287,2279872.469999939,104537761.55853406,43003181.0824447,102257889.08853412,True,True
uk,TLH3,LU-soft,10.0,100.0,0.8,159.19322134721034,94.93603761660472,True,11577661.213420104,68439496.65652236,2279872.4699999914,67498590.12881216,56861835.443102255,65218717.65881217,True,True
uk,TLH3,LU-soft,10.0,300.0,0.8,159.19322134721034,94.93603761660472,True,11591249.736198174,68453085.17930046,2279872.469999999,132255070.27984926,56861835.443102285,129975197.80984926,True,True
uk,TLH3,LU-soft,10.0,500.0,0.8,159.19322134721034,94.93603761660472,True,11591249.736198174,68453085.17930046,2279872.469999939,132255070.2798492,56861835.443102285,129975197.80984926,True,True
uk,TLH3,LU-soft,10.0,100.0,0.9,168.39507939911027,94.93603761660472,True,11577661.213420104,72396295.61883935,2279872.4699999914,71455389.09112914,60818634.405419245,69175516.62112916,True,True
uk,TLH3,LU-soft,10.0,300.0,0.9,168.39507939911027,94.93603761660472,True,11591249.736198174,72409884.14161743,2279872.469999999,140168668.2044832,60818634.40541926,137888795.7344832,True,True
uk,TLH3,LU-soft,10.0,500.0,0.9,168.39507939911027,94.93603761660472,True,11591249.736198174,72409884.14161743,2279872.469999939,140168668.20448312,60818634.40541926,137888795.73448318,True,True
uk,TLH3,LU-soft,10.0,100.0,1.0,188.89004688926178,94.93603761660472,True,11577661.213420104,81209131.63960452,2279872.4699999914,80268225.1118943,69631470.42618442,77988352.64189431,True,True
uk,TLH3,LU-soft,10.0,300.0,1.0,188.89004688926178,94.93603761660472,True,11591249.736198174,81222720.1623826,2279872.469999999,157794340.24601346,69631470.42618443,155514467.77601346,True,True
uk,TLH3,LU-soft,10.0,500.0,1.0,188.89004688926178,94.93603761660472,True,11591249.736198174,81222720.1623826,2279872.469999939,157794340.2460134,69631470.42618443,155514467.77601346,True,True
uk,TLH3,Ref,10.0,100.0,0.5,62.246780148297596,61.77532276391,True,4254921.5622313535,26766115.463767968,610950.0199999809,39550282.31517659,22511193.901536614,38939332.29517661,True,True
uk,TLH3,Ref,10.0,300.0,0.5,62.246780148297596,61.77532276391,True,4254921.5622313535,26766115.463767976,610950.0199999958,47873560.56099971,22511193.90153662,47262610.54099971,True,True
uk,TLH3,Ref,10.0,500.0,0.5,62.246780148297596,61.77532276391,True,4254921.562231353,26766115.463767983,610950.0199999511,47873560.56099968,22511193.90153663,47262610.540999725,True,True
uk,TLH3,Ref,10.0,100.0,0.8,78.14034841761621,61.77532276391,True,4254921.5622313535,33600349.81957497,610950.0199999809,46384516.670983575,29345428.257343613,45773566.650983594,True,True
uk,TLH3,Ref,10.0,300.0,0.8,78.14034841761621,61.77532276391,True,4254921.5622313535,33600349.81957497,610950.0199999958,61542029.27261373,29345428.257343613,60931079.25261373,True,True
uk,TLH3,Ref,10.0,500.0,0.8,78.14034841761621,61.77532276391,True,4254921.562231353,33600349.819574974,610950.0199999511,61542029.27261372,29345428.25734362,60931079.25261377,True,True
uk,TLH3,Ref,10.0,100.0,0.9,98.71000219047649,61.77532276391,True,4254921.5622313535,42445300.9419049,610950.0199999809,55229467.79331352,38190379.37967355,54618517.77331354,True,True
uk,TLH3,Ref,10.0,300.0,0.9,98.71000219047649,61.77532276391,True,4254921.5622313535,42445300.9419049,610950.0199999958,79231931.51727358,38190379.37967355,78620981.49727358,True,True
uk,TLH3,Ref,10.0,500.0,0.9,98.71000219047649,61.77532276391,True,4254921.562231353,42445300.94190491,610950.0199999511,79231931.51727359,38190379.379673555,78620981.49727364,True,True
uk,TLH3,Ref,10.0,100.0,1.0,101.87595705791203,61.77532276391,True,4254921.5622313535,43806661.53490218,610950.0199999809,56590828.38631079,39551739.97267082,55979878.36631081,True,True
uk,TLH3,Ref,10.0,300.0,1.0,101.87595705791203,61.77532276391,True,4254921.5622313535,43806661.53490219,610950.0199999958,81954652.70326811,39551739.97267084,81343702.68326811,True,True
uk,TLH3,Ref,10.0,500.0,1.0,101.87595705791203,61.77532276391,True,4254921.562231353,43806661.53490219,610950.0199999511,81954652.70326813,39551739.97267084,81343702.68326817,True,True
uk,TLH3,GNN-oof-42,10.0,100.0,0.5,99.30771187107072,91.42898936935065,True,7158753.270266065,42696401.59830888,1614451.339999985,44322611.778601475,35537648.32804282,42708160.438601494,True,True
uk,TLH3,GNN-oof-42,10.0,300.0,0.5,99.30771187107072,91.42898936935065,True,7164667.776517585,42702316.10456043,1614451.3400000036,79919939.66226265,35537648.32804284,78305488.32226264,True,True
uk,TLH3,GNN-oof-42,10.0,500.0,0.5,99.30771187107072,91.42898936935065,True,7164667.776517582,42702316.10456043,1614451.339999944,79919939.66226268,35537648.32804284,78305488.32226273,True,True
uk,TLH3,GNN-oof-42,10.0,100.0,0.8,130.18652896174942,91.42898936935065,True,7158753.270266065,55974292.947300725,1614451.339999985,57600503.12759332,48815539.67703466,55986051.787593335,True,True
uk,TLH3,GNN-oof-42,10.0,300.0,0.8,130.18652896174942,91.42898936935065,True,7164667.776517585,55980207.45355225,1614451.3400000036,106475722.36024635,48815539.67703467,104861271.02024634,True,True
uk,TLH3,GNN-oof-42,10.0,500.0,0.8,130.18652896174942,91.42898936935065,True,7164667.776517582,55980207.45355225,1614451.339999944,106475722.36024633,48815539.67703467,104861271.02024639,True,True
uk,TLH3,GNN-oof-42,10.0,100.0,0.9,149.80642726368302,91.42898936935065,True,7158753.270266065,64410849.21713217,1614451.339999985,66037059.39742477,57252095.94686611,64422608.05742478,True,True
uk,TLH3,GNN-oof-42,10.0,300.0,0.9,149.80642726368302,91.42898936935065,True,7164667.776517585,64416763.723383695,1614451.3400000036,123348834.89990921,57252095.94686611,121734383.55990921,True,True
uk,TLH3,GNN-oof-42,10.0,500.0,0.9,149.80642726368302,91.42898936935065,True,7164667.776517582,64416763.723383695,1614451.339999944,123348834.89990921,57252095.94686611,121734383.55990927,True,True
uk,TLH3,GNN-oof-42,10.0,100.0,1.0,154.63092842902012,91.42898936935065,True,7158753.270266065,66485384.71822712,1614451.339999985,68111594.89851972,59326631.447961055,66497143.558519736,True,True
uk,TLH3,GNN-oof-42,10.0,300.0,1.0,154.63092842902012,91.42898936935065,True,7164667.776517585,66491299.22447868,1614451.3400000036,127497905.90209909,59326631.44796109,125883454.56209908,True,True
uk,TLH3,GNN-oof-42,10.0,500.0,1.0,154.63092842902012,91.42898936935065,True,7164667.776517582,66491299.22447867,1614451.339999944,127497905.90209916,59326631.447961085,125883454.56209922,True,True
uk,TLH3,GNN-oof-123,10.0,100.0,0.5,91.42674549819023,86.90957608205277,True,6963883.709539869,39309749.34750995,1963426.6549999863,43360472.907917835,32345865.637970082,41397046.25291785,True,True
uk,TLH3,GNN-oof-123,10.0,300.0,0.5,91.42674549819023,86.90957608205277,True,6967634.92625172,39313500.564221814,1963426.655000016,71901001.26141208,32345865.637970094,69937574.60641207,True,True
uk,TLH3,GNN-oof-123,10.0,500.0,0.5,91.42674549819023,86.90957608205277,True,6967634.926251716,39313500.564221814,1963426.6549999714,71901001.26141211,32345865.637970097,69937574.60641214,True,True
uk,TLH3,GNN-oof-123,10.0,100.0,0.8,126.27014078890427,86.90957608205277,True,6963883.709539869,54292409.322516985,1963426.6549999863,58343132.88292488,47328525.61297712,56379706.22792489,True,True
uk,TLH3,GNN-oof-123,10.0,300.0,0.8,126.27014078890427,86.90957608205277,True,6967634.92625172,54296160.53922884,1963426.655000016,101866321.21142618,47328525.612977125,99902894.55642617,True,True
uk,TLH3,GNN-oof-123,10.0,500.0,0.8,126.27014078890427,86.90957608205277,True,6967634.926251716,54296160.53922885,1963426.6549999714,101866321.21142617,47328525.61297713,99902894.5564262,True,True
uk,TLH3,GNN-oof-123,10.0,100.0,0.9,148.5925127881577,86.90957608205277,True,6963883.709539869,63891029.282195956,1963426.6549999863,67941752.84260383,56927145.57265609,65978326.187603846,True,True
uk,TLH3,GNN-oof-123,10.0,300.0,0.9,148.5925127881577,86.90957608205277,True,6967634.92625172,63894780.49890782,1963426.655000016,121063561.13078418,56927145.5726561,119100134.47578417,True,True
uk,TLH3,GNN-oof-123,10.0,500.0,0.9,148.5925127881577,86.90957608205277,True,6967634.926251716,63894780.49890781,1963426.6549999714,121063561.13078408,56927145.572656095,119100134.47578411,True,True
uk,TLH3,GNN-oof-123,10.0,100.0,1.0,195.46681217330718,86.90957608205277,True,6963883.709539869,84046978.01781024,1963426.6549999863,88097701.57821812,77083094.30827036,86134274.92321813,True,True
uk,TLH3,GNN-oof-123,10.0,300.0,1.0,195.46681217330718,86.90957608205277,True,6967634.92625172,84050729.2345221,1963426.655000016,161375458.60201272,77083094.30827038,159412031.94701272,True,True
uk,TLH3,GNN-oof-123,10.0,500.0,1.0,195.46681217330718,86.90957608205277,True,6967634.926251716,84050729.23452209,1963426.6549999714,161375458.6020127,77083094.30827038,159412031.94701272,True,True
uk,TLH3,GNN-oof-456,10.0,100.0,0.5,95.78926527625848,85.6492923479887,True,6949233.969064434,41186867.30166597,1921483.8099999875,47324115.64202233,34237633.33260153,45402631.83202234,True,True
uk,TLH3,GNN-oof-456,10.0,300.0,0.5,95.78926527625848,85.6492923479887,True,6951750.736189621,41189384.06879115,1921483.8100000024,74754787.37514506,34237633.33260153,72833303.56514506,True,True
uk,TLH3,GNN-oof-456,10.0,500.0,0.5,95.78926527625848,85.6492923479887,True,6951750.736189617,41189384.06879115,1921483.8099999726,74754787.37514505,34237633.33260153,72833303.56514508,True,True
uk,TLH3,GNN-oof-456,10.0,100.0,0.8,122.76166112077168,85.6492923479887,True,6949233.969064434,52784997.51480664,1921483.8099999875,58922245.855163015,45835763.54574221,57000762.04516303,True,True
uk,TLH3,GNN-oof-456,10.0,300.0,0.8,122.76166112077168,85.6492923479887,True,6951750.736189621,52787514.28193184,1921483.8100000024,97951047.80142643,45835763.54574222,96029563.99142642,True,True
uk,TLH3,GNN-oof-456,10.0,500.0,0.8,122.76166112077168,85.6492923479887,True,6951750.736189617,52787514.28193185,1921483.8099999726,97951047.80142641,45835763.54574223,96029563.99142644,True,True
uk,TLH3,GNN-oof-456,10.0,100.0,0.9,137.04892184133672,85.6492923479887,True,6949233.969064434,58928519.6246496,1921483.8099999875,65065767.965006016,51979285.65558516,63144284.15500603,True,True
uk,TLH3,GNN-oof-456,10.0,300.0,0.9,137.04892184133672,85.6492923479887,True,6951750.736189621,58931036.391774796,1921483.8100000024,110238092.02111237,51979285.65558518,108316608.21111237,True,True
uk,TLH3,GNN-oof-456,10.0,500.0,0.9,137.04892184133672,85.6492923479887,True,6951750.736189617,58931036.391774796,1921483.8099999726,110238092.02111237,51979285.65558518,108316608.2111124,True,True
uk,TLH3,GNN-oof-456,10.0,100.0,1.0,155.4139138115267,85.6492923479887,True,6949233.969064434,66825466.1718313,1921483.8099999875,72962714.51218769,59876232.202766865,71041230.7021877,True,True
uk,TLH3,GNN-oof-456,10.0,300.0,1.0,155.4139138115267,85.6492923479887,True,6951750.736189621,66827982.9389565,1921483.8100000024,126031985.11547574,59876232.20276688,124110501.30547574,True,True
uk,TLH3,GNN-oof-456,10.0,500.0,1.0,155.4139138115267,85.6492923479887,True,6951750.736189617,66827982.9389565,1921483.8099999726,126031985.1154758,59876232.20276688,124110501.30547583,True,True
uk,TLH3,Uni,20.0,100.0,0.5,181.92449412829276,153.28239541006508,True,17408703.51305923,76889858.72447407,3138149.675000049,62710316.9454584,59481155.211414844,59572167.27045835,True,True
uk,TLH3,Uni,20.0,300.0,0.5,181.92449412829276,153.28239541006508,True,18746377.26375103,78227532.47516589,1911946.1949999928,130331004.1276478,59481155.21141486,128419057.93264781,True,True
uk,TLH3,Uni,20.0,500.0,0.5,181.92449412829276,153.28239541006508,True,18746377.263751026,78227532.47516589,1911946.1950000226,146931300.31659356,59481155.21141486,145019354.12159353,True,True
uk,TLH3,Uni,20.0,100.0,0.8,281.5761351473457,153.28239541006508,True,17408703.51305923,119740064.3626669,3138149.675000049,105560522.58365119,102331360.84960768,102422372.90865114,True,True
uk,TLH3,Uni,20.0,300.0,0.8,281.5761351473457,153.28239541006508,True,18746377.26375103,121077738.1133587,1911946.1949999928,173181209.76584056,102331360.84960768,171269263.57084057,True,True
uk,TLH3,Uni,20.0,500.0,0.8,281.5761351473457,153.28239541006508,True,18746377.263751026,121077738.1133587,1911946.1950000226,232631711.592979,102331360.84960768,230719765.397979,True,True
uk,TLH3,Uni,20.0,100.0,0.9,367.58925609986,153.28239541006508,True,17408703.51305923,156725706.37224802,3138149.675000049,142546164.59323233,139317002.8591888,139408014.9182323,True,True
uk,TLH3,Uni,20.0,300.0,0.9,367.58925609986,153.28239541006508,True,18746377.26375103,158063380.12293983,1911946.1949999928,210166851.77542177,139317002.8591888,208254905.58042178,True,True
uk,TLH3,Uni,20.0,500.0,0.9,367.58925609986,153.28239541006508,True,18746377.263751026,158063380.12293983,1911946.1950000226,296166851.7754217,139317002.8591888,294254905.5804217,True,True
uk,TLH3,Uni,20.0,100.0,1.0,390.52665425064896,153.28239541006508,True,17408703.51305923,166588787.57708725,3138149.675000049,152409245.79807156,149180084.06402802,149271096.12307152,True,True
uk,TLH3,Uni,20.0,300.0,1.0,390.52665425064896,153.28239541006508,True,18746377.26375103,167926461.32777905,1911946.1949999928,220029932.98026103,149180084.06402802,218117986.78526103,True,True
uk,TLH3,Uni,20.0,500.0,1.0,390.52665425064896,153.28239541006508,True,18746377.263751026,167926461.32777905,1911946.1950000226,306029932.9802609,149180084.06402802,304117986.7852609,True,True
uk,TLH3,LU,20.0,100.0,0.5,177.4684237724618,141.99299798227685,True,15589593.325686648,75189480.95353623,1809542.5550000556,66315148.3891902,59599887.62784958,64505605.834190145,True,True
uk,TLH3,LU,20.0,300.0,0.5,177.4684237724618,141.99299798227685,True,16711534.594309,76311422.22215858,2646807.8099999726,131202527.11958845,59599887.62784958,128555719.30958848,True,True
uk,TLH3,LU,20.0,500.0,0.5,177.4684237724618,141.99299798227685,True,16711534.594309002,76311422.22215858,2646807.8100000024,144983520.17635268,59599887.62784958,142336712.36635268,True,True
uk,TLH3,LU,20.0,100.0,0.8,289.32004844769506,141.99299798227685,True,15589593.325686648,123285679.56388651,1809542.5550000556,114411346.9995405,107696086.23819986,112601804.44454044,True,True
uk,TLH3,LU,20.0,300.0,0.8,289.32004844769506,141.99299798227685,True,16711534.594309,124407620.83250886,2646807.8099999726,179298725.7299388,107696086.23819986,176651917.91993883,True,True
uk,TLH3,LU,20.0,500.0,0.8,289.32004844769506,141.99299798227685,True,16711534.594309002,124407620.83250886,2646807.8100000024,241175917.3970533,107696086.23819986,238529109.5870533,True,True
uk,TLH3,LU,20.0,100.0,0.9,337.56835669807725,141.99299798227685,True,15589593.325686648,144032452.11155087,1809542.5550000556,135158119.54720488,128442858.78586422,133348576.99220483,True,True
uk,TLH3,LU,20.0,300.0,0.9,337.56835669807725,141.99299798227685,True,16711534.594309,145154393.3801732,2646807.8099999726,200045498.2776031,128442858.7858642,197398690.46760312,True,True
uk,TLH3,LU,20.0,500.0,0.9,337.56835669807725,141.99299798227685,True,16711534.594309002,145154393.3801732,2646807.8100000024,282669462.4923819,128442858.7858642,280022654.68238187,True,True
uk,TLH3,LU,20.0,100.0,1.0,395.9685340026374,141.99299798227685,True,15589593.325686648,169144528.35251176,1809542.5550000556,160270195.78816572,153554935.02682513,158460653.23316565,True,True
uk,TLH3,LU,20.0,300.0,1.0,395.9685340026374,141.99299798227685,True,16711534.594309,170266469.6211341,2646807.8099999726,225157574.518564,153554935.0268251,222510766.708564,True,True
uk,TLH3,LU,20.0,500.0,1.0,395.9685340026374,141.99299798227685,True,16711534.594309002,170266469.6211341,2646807.8100000024,311157574.5185639,153554935.0268251,308510766.7085639,True,True
uk,TLH3,LU-soft,20.0,100.0,0.5,162.68150130753486,139.1871688431222,True,18027995.082031634,68709888.62319618,3678222.365000047,57641503.09184573,50681893.54116455,53963280.72684568,True,True
uk,TLH3,LU-soft,20.0,300.0,0.5,162.68150130753486,139.1871688431222,True,19271152.021075446,69953045.56224002,1850802.5600000024,125683249.00543866,50681893.54116458,123832446.44543865,True,True
uk,TLH3,LU-soft,20.0,500.0,0.5,162.68150130753486,139.1871688431222,True,19271152.021075446,69953045.56224002,1850802.5600000322,132260015.55878158,50681893.54116458,130409212.99878155,True,True
uk,TLH3,LU-soft,20.0,100.0,0.8,191.21165926150945,139.1871688431222,True,18027995.082031634,80977856.54340526,3678222.365000047,69909471.0120548,62949861.46137363,66231248.647054754,True,True
uk,TLH3,LU-soft,20.0,300.0,0.8,191.21165926150945,139.1871688431222,True,19271152.021075446,82221013.48244907,1850802.5600000024,137951216.92564774,62949861.46137363,136100414.36564773,True,True
uk,TLH3,LU-soft,20.0,500.0,0.8,191.21165926150945,139.1871688431222,True,19271152.021075446,82221013.48244907,1850802.5600000322,156795951.39919972,62949861.46137363,154945148.8391997,True,True
uk,TLH3,LU-soft,20.0,100.0,0.9,207.29312872528587,139.1871688431222,True,18027995.082031634,87892888.41282912,3678222.365000047,76824502.88147867,69864893.33079748,73146280.51647863,True,True
uk,TLH3,LU-soft,20.0,300.0,0.9,207.29312872528587,139.1871688431222,True,19271152.021075446,89136045.35187292,1850802.5600000024,144866248.7950716,69864893.33079748,143015446.2350716,True,True
uk,TLH3,LU-soft,20.0,500.0,0.9,207.29312872528587,139.1871688431222,True,19271152.021075446,89136045.35187292,1850802.5600000322,170626015.13804755,69864893.33079748,168775212.5780475,True,True
uk,TLH3,LU-soft,20.0,100.0,1.0,303.60449983189943,139.1871688431222,True,18027995.082031634,129306777.98867294,3678222.365000047,118238392.45732248,111278782.9066413,114560170.09232244,True,True
uk,TLH3,LU-soft,20.0,300.0,1.0,303.60449983189943,139.1871688431222,True,19271152.021075446,130549934.92771673,1850802.5600000024,186280138.3709154,111278782.90664129,184429335.8109154,True,True
uk,TLH3,LU-soft,20.0,500.0,1.0,303.60449983189943,139.1871688431222,True,19271152.021075446,130549934.92771673,1850802.5600000322,253453794.28973517,111278782.90664129,251602991.72973514,True,True
