signal,seed,location,fold,source_idx,itl3,n_edges,n_off,off_frac,aux_mass_v_sum,valid,G_all,G_off,ratio_off,min_w,n_w_below_floor,n_off_gradient_gated,max_t_off
ntl,42,London,fold1,13,TLI61,4899,2874,0.5866503368034293,5116.239348187946,True,5260.407012733332,140.21886266896092,0.02665551588109958,3.336621290372932e-08,0,0,1e-08
ntl,42,London,fold1,14,TLI62,2827,1030,0.36434382737884685,4913.154243868149,True,3941.066492046823,15.742144325419243,0.00399438688923095,2.1024544594183683e-07,0,0,1e-08
ntl,42,London,fold1,15,TLI63,3882,1326,0.3415765069551777,7443.405649339929,True,7306.896181312947,26.214538965882078,0.0035876435514335843,1.1526807242034921e-07,0,0,1e-08
ntl,42,London,fold1,16,TLI71,2867,1218,0.4248343215905127,4964.311137770995,True,4956.563129653808,6.953885957349115,0.0014029652756253326,1.7713247757455972e-07,0,0,1e-08
ntl,42,London,fold1,17,TLI72,1422,430,0.30239099859353025,3441.7068488615096,True,2957.1587265491203,1.1390664283243075,0.00038518947870395514,6.444281552830944e-07,0,0,1e-08
ntl,42,London,fold1,18,TLI73,1831,647,0.3533588203167668,3947.4006880941033,True,2613.393285045184,4.919280082022274,0.001882334400326288,3.254122304952034e-07,0,0,1e-08
ntl,42,London,fold1,19,TLI74,5475,2944,0.5377168949771689,7542.0683494709465,True,8219.232902387343,75.79248966314132,0.009221358071156103,8.011069496660639e-08,0,0,1e-08
ntl,42,London,fold1,20,TLI75,3719,1946,0.5232589405754235,5452.6489750434475,True,4265.345009670368,68.15160375425194,0.01597798152312157,1.2609093857918197e-07,0,0,1e-08
prox,42,London,fold1,0,TLI31,808,341,0.422029702970297,1570.3133022218262,True,1413.5631800076437,12.188807664268053,0.008622754070463368,1.0726878230116199e-07,0,0,1e-08
prox,42,London,fold1,1,TLI32,704,476,0.6761363636363636,770.9328927876081,True,1102.62542835913,13.480391645361056,0.012225721717140042,1.3502432238965412e-07,0,0,1e-08
prox,42,London,fold1,2,TLI33,941,306,0.32518597236981933,2052.639847768228,True,1731.2563083193431,0.8667592589593545,0.0005006533433520199,5.957688813396089e-07,0,0,1e-08
prox,42,London,fold1,3,TLI34,1120,387,0.3455357142857143,2268.4267492239983,True,1780.7132922765022,1.3787068180548125,0.0007742441324129412,8.087849323601404e-07,0,0,1e-08
prox,42,London,fold1,4,TLI41,1822,652,0.3578485181119649,3643.639644017715,True,2382.451953543064,4.156653053459447,0.0017446954375209454,2.6304408606847574e-07,0,0,1e-08
prox,42,London,fold1,5,TLI42,649,270,0.41602465331278893,1255.2636928323795,True,962.0931330240127,1.1632880604952804,0.001209122090746953,2.587801475328888e-07,0,0,1e-08
prox,42,London,fold1,6,TLI43,1473,440,0.2987101154107264,3315.960823436015,True,2782.4757543838364,3.1378851757505064,0.0011277313632676643,2.2018464562734152e-07,0,0,1e-08
prox,42,London,fold1,7,TLI44,2103,543,0.2582025677603424,4867.029607789638,True,4071.315990025348,4.614168712730439,0.001133335934630245,2.1072531808385977e-07,0,0,1e-08
prox,42,London,fold1,8,TLI45,880,162,0.18409090909090908,2271.3490716429037,True,1496.1020324614394,0.9573951580157927,0.0006399263801818735,3.524688452216651e-07,0,0,1e-08
prox,42,London,fold1,9,TLI51,3540,1322,0.3734463276836158,6137.726479388986,True,5523.418375698094,13.773379292571938,0.002493633173465906,2.8142929409114004e-07,0,0,1e-08
prox,42,London,fold1,10,TLI52,4899,2603,0.5313329250867525,6203.333189389436,True,5540.152823743409,86.33402851048147,0.015583329784781406,6.177685207831018e-08,0,0,1e-08
prox,42,London,fold1,11,TLI53,3135,1417,0.45199362041467306,4990.21547761005,True,5879.835436555447,16.202270539011604,0.002755565306858876,1.6905059396776778e-07,0,0,1e-08
prox,42,London,fold1,12,TLI54,2714,1415,0.5213706705969049,3777.249149998171,True,2947.850325712767,38.53762298042617,0.013073127439436085,9.296293512761622e-08,0,0,1e-08
prox,42,London,fold1,13,TLI61,4899,2874,0.5866503368034293,5483.398581809464,True,5330.485469037585,140.21886266896092,0.026305082995428806,3.336621290372932e-08,0,0,1e-08
prox,42,London,fold1,14,TLI62,2827,1030,0.36434382737884685,5108.274949379607,True,4005.497038078377,15.742144325419243,0.00393013505584103,2.1024544594183683e-07,0,0,1e-08
